event_pk,date,survey,site_id,acidity,alkh,ph,s,so4,mg,zn,na,al,ca,cl,fe,b,f,k,si,cu,sr,acidity_flag,alkh_flag,ph_flag,s_flag,so4_flag,mg_flag,zn_flag,na_flag,al_flag,ca_flag,cl_flag,fe_flag,b_flag,f_flag,k_flag,si_flag,cu_flag,sr_flag,row_flag,quality_level
439504,2018-10-24,FGS_B,4889 OUTLET,NA,8.8,NA,1278.074,NA,268.483,1.985,587.82,NA,5236.425,NA,59.63,5.976,NA,1188.969,1720.784,NA,8.758,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439508,2018-10-24,FGS_B,4791 TRIB1DS,NA,4.49,NA,676.085,NA,200.994,NA,635.377,37.229,2194.591,NA,6.122,3.52,NA,301.195,1462.192,NA,8.751,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439509,2018-10-24,FGS_B,4791 TRIB1US,NA,3.9,NA,645.079,NA,156.281,NA,620.692,22.001,1943.295,NA,7.904,4.642,NA,289.347,1312.308,NA,8.423,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439505,2018-10-24,FGS_B,5005 OUTLET,NA,3.56,NA,453.345,NA,313.958,1.998,1355.564,150.736,1645.668,NA,86.464,5.647,NA,230.458,1780.586,NA,7.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439506,2018-10-24,FGS_B,4745 OUTLET,NA,1.63,NA,1679.819,NA,227.958,2.025,1175.74,78.758,1851.852,NA,9.637,5.279,NA,177.621,2335.726,NA,7.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439481,2018-10-25,FGS_B,HYACINTHE HYAC1,NA,13.81,NA,637.007,NA,1131.94,4.279,3979.312,57.143,3745.76,NA,393.4,11.835,NA,220.246,2276.258,1.03,11.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,Technicianm
439486,2018-10-25,FGS_B,8405 OUTLET,NA,14.13,NA,558.92,NA,424.014,NA,2372.897,24.009,5291.971,NA,37.059,7.816,NA,180.37,1456.411,NA,25.844,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439484,2018-10-25,FGS_B,9265 OUTLET,NA,9.405,NA,393.083,NA,468.963,2.265,2193.577,147.639,3841.235,NA,153.734,3.372,NA,300.767,2490.911,NA,16.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439485,2018-10-25,FGS_B,9572 OUTLET,NA,3.615,NA,266.023,NA,249.398,2.3,1257.301,118.473,1407.022,NA,59.514,5.019,NA,115.795,1349.321,NA,8.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439482,2018-10-25,FGS_B,8407 OUTLET,NA,56.02,NA,1251.598,NA,1019.301,NA,6039.981,NA,21545.654,NA,27.954,4.937,NA,519.79,2908.598,NA,93.827,NA,NA,NA,NA,NA,NA,BDL,NA,BDL,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439483,2018-10-25,FGS_B,8395 OUTLET,NA,5.855,NA,381.959,NA,371.532,3.151,1748.937,35.951,1875.107,NA,21.903,2.436,NA,146.209,1408.258,NA,9.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439641,2018-10-26,FGS,693 OUTLET,NA,NA,NA,290.869,1054,256.893,NA,1691.777,252.9,427.843,1589,137.858,6.566,NA,112.028,863.709,NA,3.587,NA,BDL,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439642,2018-10-26,FGS,703 OUTLET,NA,1.755,NA,204.466,1073,348.662,2.793,2125.247,345.536,792.268,2209,260.635,4.086,NA,168.596,1343.132,NA,5.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439643,2018-10-26,FGS,708 OUTLET,NA,NA,NA,322.47,1184,436.245,2.12,2631.179,391.009,709.344,2911,336.643,5.102,NA,140.933,1390.204,NA,5.845,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439644,2018-10-26,FGS,819 OUTLET,NA,NA,NA,331.776,1292,466.055,2.467,2718.852,454.755,702.404,2771,444.514,4.714,NA,131.576,1517.935,NA,6.038,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439645,2018-10-26,FGS,844 OUTLET,NA,NA,NA,272.584,1118,426.958,2.418,2554.469,519.498,631.203,2379,330.581,5.158,NA,122.871,1339.213,NA,6.033,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439646,2018-10-26,FGS,1015 OUTLET,NA,NA,NA,390.607,1458,488.021,3.261,3132.784,371.713,925.701,3323,467.101,5.934,NA,164.719,1294.261,NA,6.11,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
439649,2018-10-27,FGS,626 OUTLET,NA,NA,NA,378.975,1084,408.369,2.178,3021.174,260.693,516.176,2850,397.742,6.428,NA,138.584,1268.329,NA,6.025,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
444732,2018-11-14,FGS_R,26410 OUTLET,NA,NA,NA,1087.755,NA,559.013,3.882,4150.777,305.446,413.58,NA,382.505,5.566,NA,173.008,970.75,NA,6.219,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445429,2018-11-14,FGS_Y,KOEYE KR01,NA,2.885,NA,857.069,1348,227.453,NA,1149.335,193.414,739.381,1444,136.054,3.673,NA,171.524,1101.198,NA,3.851,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445441,2018-11-16,FGS_R,20643 OUTLET,NA,NA,NA,861.713,NA,295.467,NA,1364.773,468.492,542.717,NA,241.832,4.986,NA,103.369,1178.813,NA,4.316,NA,BDL,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445445,2018-11-16,FGS_R,20722 OUTLET,NA,2.44,NA,877.614,NA,207.114,2.077,849.462,153.886,1219.283,NA,102.19,3.621,NA,202.002,960.041,NA,4.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445442,2018-11-16,FGS_R,26812 OUTLET,NA,NA,NA,934.962,NA,323.141,2.107,1814.158,336.814,558.648,NA,223.081,4.719,NA,236.625,1178.341,NA,5.724,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445444,2018-11-16,FGS_R,20940 OUTLET,NA,NA,NA,716.095,NA,158.273,NA,978.769,126.218,328.346,NA,44.739,3.325,NA,84.512,618.304,NA,2.385,NA,BDL,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445439,2018-11-16,FGS_R,703 OUTLET,NA,NA,NA,829.28,NA,289.015,NA,1810.299,244.531,552.372,NA,186.358,4.167,NA,129.241,1096.316,NA,4.183,NA,BDL,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445440,2018-11-16,FGS_R,26468 OUTLET,NA,NA,NA,755.132,NA,225.829,NA,1389.522,221.679,386.102,NA,153.513,3.446,NA,89.044,774.334,NA,3.007,NA,BDL,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445438,2018-11-16,FGS_R,819 OUTLET,NA,NA,NA,862.938,NA,409.266,NA,2249.282,380.954,515.557,NA,392.599,4.017,NA,109.549,1253.866,NA,5.035,NA,BDL,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445443,2018-11-16,FGS_R,20952 OUTLET,NA,NA,NA,888.871,NA,401.262,2.903,2007.868,308.937,896.46,NA,261.744,3.934,NA,206.839,1835.728,NA,6.385,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445451,2018-11-17,FGS_R,WANNOCK WR01,NA,7.547,NA,1541.877,3215,425.305,NA,953.101,60.931,4153.47,583,48.259,6.526,NA,637.342,1458.311,NA,16.29,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445450,2018-11-17,FGS_R,708 OUTLET,NA,NA,NA,914.92,NA,347.898,2.761,2359.351,311.616,557.39,NA,305.933,6.337,NA,129.921,1035.536,NA,4.349,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445452,2018-11-17,FGS_R,20771K OUTLET,NA,8.15,NA,1307.47,NA,397.64,2.145,1063.965,62.66,4819.946,NA,90.252,5.053,NA,765.985,1882.363,1.073,11.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
445447,2018-11-17,FGS_R,WANNOCK WR02,NA,6.43,NA,1505.314,3236,383.281,NA,897.997,50.57,3842.85,506,32.552,4.408,NA,608.567,1326.565,NA,15.667,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445446,2018-11-17,FGS_R,20771C OUTLET,NA,7.48,NA,1454.009,NA,297.763,NA,787.555,64.641,3509.671,NA,76.835,3.706,NA,604.331,1784.328,NA,10.758,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
445453,2018-11-17,FGS_R,20741 OUTLET,NA,2.38,NA,888.443,NA,192.228,1.95,889.734,110.813,953.506,NA,28.787,3.385,NA,162.691,1433.696,NA,4.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
447382,2018-11-20,FGS,626 OUTLET,NA,NA,NA,755.543,1506,380.972,4.383,2257.735,250.512,424.86,4242,419.044,8.1,NA,163.992,1082.281,NA,5.789,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
447383,2018-11-20,FGS,693 OUTLET,NA,NA,NA,743.048,1319,283.585,3.673,1915.476,265.741,326.144,4178,181.638,6.761,NA,114.513,713.421,NA,3.585,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
447384,2018-11-20,FGS,703 OUTLET,NA,0.92,NA,717.801,1591,284.233,2.883,1953.44,186.729,559.173,3901,164.234,6.055,NA,143.417,1651.886,NA,3.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
447385,2018-11-20,FGS,708 OUTLET,NA,0.64,NA,801.654,1477,352.101,3.039,2108.079,274.427,499.446,4400,292.138,5.843,NA,117.771,940.284,NA,4.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
447381,2018-11-20,FGS,819 OUTLET,NA,NA,NA,848.322,1555,362.307,2.62,2378.184,370.087,488.646,4820,375.905,5.272,NA,87.659,1670.115,NA,4.561,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
447386,2018-11-20,FGS,844 OUTLET,NA,NA,NA,827.752,1191,318.963,2.421,1999.561,394.426,472.196,4202,287.111,4.732,NA,77.395,1575.283,NA,4.263,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
447387,2018-11-20,FGS,1015 OUTLET,NA,1.305,NA,884.951,2047,466.55,3.252,2677.598,380.176,810.866,5454,448.452,5.628,NA,167.172,1300.12,NA,5.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
448952,2018-11-26,FGS_B,HYACINTHE HYAC1,NA,6.71,NA,1043.245,NA,733.044,NA,2857.568,107.059,2246.163,NA,40.876,7.144,NA,170.715,1855.091,1.07,7.442,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,Technicianm
448955,2018-11-26,FGS_B,8407 OUTLET,NA,19.725,NA,1136.672,NA,523.372,1560.958,2524.196,88.533,7650.798,NA,52.211,8.676,NA,188.957,1588.86,1.647,34.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,Technicianm
448993,2018-11-27,FGS_B,BEAR BEAR1,NA,4.53,NA,1341.158,NA,160.153,NA,517.372,73.067,2283.047,NA,27.221,4.229,NA,531.724,1321.609,1.16,9.509,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,Technicianm
448994,2018-11-27,FGS_B,4889 OUTLET,NA,4.47,NA,819.876,NA,146.807,NA,333.8,76.365,1785.512,NA,17.524,2.516,NA,498.906,1043.954,0.959,4.322,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,Technicianm
448988,2018-11-27,FGS_B,PARADISE PDSE1,NA,1.37,NA,691.78,NA,116.807,2.3,488.783,130.04,590.895,NA,52.878,2.531,NA,203.604,762.643,NA,4.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
448992,2018-11-27,FGS_B,4848 OUTLET,NA,7.245,NA,822.855,NA,139.599,NA,377.32,73.444,2966.366,NA,23.097,2.776,NA,409.07,1129.306,1.524,5.483,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,Technicianm
448991,2018-11-27,FGS_B,4914 OUTLET,NA,7.325,NA,1384.185,NA,241.235,NA,458.874,48.793,3502.329,NA,14.202,3.097,NA,677.921,1444.86,NA,9.405,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
448995,2018-11-27,FGS_B,HOMATHKO HOMA1,NA,12.43,NA,1845.788,6713,577.443,NA,1174.432,140.373,5148.343,1577,112.828,6.235,NA,909.503,1930.259,2.302,42.988,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,Technicianm
448987,2018-11-27,FGS_B,4767 OUTLET,NA,3.65,NA,675.489,NA,100.989,NA,306.602,98.135,1511.212,NA,14.709,9.928,NA,55.806,1071.703,NA,5.693,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
448990,2018-11-27,FGS_B,MELLERSH MELR1,NA,1.645,NA,788.776,NA,137.748,NA,240.288,116.999,931.614,NA,38.845,8.906,NA,304.188,1076.677,NA,5.674,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
448995,2018-11-27,FGS_B,HOMATHKO HOMA1,NA,12.53,NA,1977.638,6796,605.208,NA,1154.098,169.919,5223.896,1489,145.022,9.167,NA,925.912,2011.261,2.412,42.884,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,Technicianm
448989,2018-11-27,FGS_B,4829 OUTLET,NA,30.88,NA,1927.48,NA,476.991,NA,582.755,NA,12951.436,NA,8.251,10.05,NA,849.535,1695.354,NA,33.331,NA,NA,NA,NA,NA,NA,BDL,NA,BDL,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
449007,2018-11-28,FGS_B,9257 OUTLET,NA,5.52,NA,868.977,NA,292.484,NA,1205.812,96.602,1914.291,NA,32.674,3.6,NA,159.756,1874.704,NA,9.171,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
449002,2018-11-28,FGS_B,4791 TOWER2,NA,6.875,NA,1255.683,NA,201.047,3.049,546.682,49.409,2906.508,NA,38.331,2.541,NA,569.986,1592.586,NA,10.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
449005,2018-11-28,FGS_B,5005 OUTLET,NA,NA,NA,743.594,NA,146.481,2.97,661.204,200.751,558.768,NA,60.352,2.651,NA,120.481,1149.921,NA,3.598,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
448999,2018-11-28,FGS_B,SOUTHGATE SGTE1,NA,10.04,NA,1876.948,NA,387.143,NA,996.767,143.883,4643.533,NA,130.801,8.731,NA,1022.762,2245.181,2.454,22.528,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,Technicianm
449004,2018-11-28,FGS_B,4791 TRIB1DS,NA,2.225,NA,798.69,NA,100.81,1955.176,391.837,73.974,960.891,NA,25.482,7.306,NA,195.568,1074.423,1.246,5.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,Technicianm
449003,2018-11-28,FGS_B,4791 TRIB1US,NA,2.045,NA,816.002,NA,105.128,1593.206,406.919,71.608,996.154,NA,22.854,5.735,NA,202.599,1075.026,0.962,5.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,Technicianm
449006,2018-11-28,FGS_B,4745 OUTLET,NA,0.655,NA,976.241,NA,120.532,441.16,616.064,193.305,727.178,NA,31.458,5.934,NA,99.159,1290.579,1.164,3.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,Technicianm
448998,2018-11-28,FGS_B,CAMPCREEK WATERINTAKE,NA,3.12,NA,831.248,NA,155.838,28.079,448.113,76.992,1260.357,NA,21.188,3.283,NA,466.116,1448.377,1.753,6.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,Technicianm
449279,2018-11-29,FGS_B,8405 OUTLET,NA,12.38,NA,1011.745,NA,419.252,NA,2062.067,25.416,4813.498,NA,22.65,6.052,NA,177.998,1582.315,NA,25.101,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
449282,2018-11-29,FGS_B,9265 OUTLET,NA,5.5,NA,813.909,NA,286.919,2.001,1419.179,117.59,2065.37,NA,67.872,3.487,NA,141.461,1824.049,NA,9.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
449281,2018-11-29,FGS_B,9572 OUTLET,NA,2.97,NA,759.027,NA,211.886,2.3,931.867,169.002,1115.03,NA,70.561,2.962,NA,72.815,1434.699,NA,6.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
449280,2018-11-29,FGS_B,8395 OUTLET,NA,2.93,NA,878.043,NA,263.469,NA,1038.252,29.52,1168.2,NA,9.403,2.88,NA,90.333,1486.15,NA,6.428,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
457517,2019-01-14,FGS_R,708 OUTLET,NA,NA,NA,161.843,NA,170.314,2.85564605256294,1916.93,139.462,310.16007957695,NA,110.532492851596,4.838,NA,117.464,639.805,NA,3.37979731745072,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianmr
457510,2019-01-15,FGS_R,20771K OUTLET,NA,11.91,NA,1243.148,NA,1244.139,2.09251384021531,7509.009,57.265,4579.07131783243,NA,91.9117412034783,7.996,NA,971.042,1676.971,NA,15.3481894189688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianmr
457511,2019-01-15,FGS_R,20771C OUTLET,NA,7.135,NA,971.439,NA,483.819,NA,3255.078,49.619,2985.14655292388,NA,66.489271341028,7.21,NA,644.91,1441.866,NA,12.0391870207979,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianmr
457507,2019-01-15,FGS_R,20643 OUTLET,NA,NA,NA,107.616,NA,185.766,NA,1053.916,278.96,393.343458003137,NA,198.017230416195,5.929,NA,102.936,817.622,NA,3.43244233956902,NA,BDL,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianmr
457504,2019-01-15,FGS_R,26468 OUTLET,NA,NA,NA,117.018,NA,133.705,4.25583350644017,1332,156.467,274.706760619246,NA,134.996926910328,3.588,NA,95.534,872.918,NA,2.21341905744161,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianmr
457502,2019-01-15,FGS_R,819 OUTLET,NA,NA,NA,222.593,NA,239.717,NA,1681.526,330.774,406.714172752352,NA,329.945091377498,5.346,NA,96.599,1126.455,NA,3.13125349960164,NA,BDL,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianmr
457506,2019-01-15,FGS_R,20722 OUTLET,NA,3.085,NA,172.325,NA,143.642,2.15547854553346,692.473,104.461,1221.72892866454,NA,118.080159373974,3.658,NA,186.459,854.855,NA,4.7917238411274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianmr
457509,2019-01-15,FGS_R,WANNOCK WR02,NA,11.405,NA,988.423,4716,378.968,NA,883.003,40.732,4376.8001353374,1278,29.5910441763068,5.76,NA,689.926,1509.03,NA,17.8483747271346,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianmr
457503,2019-01-15,FGS_R,703 OUTLET,NA,1.56,NA,183.42,NA,148.021,NA,1355.472,149.441,354.74729960832,NA,142.099792657806,4.589,NA,115.604,1015.541,NA,2.74023900824581,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianmr
457505,2019-01-15,FGS_R,20952 OUTLET,NA,1.51,NA,382.828,NA,266.327,2.18409781138887,1862.472,175.905,751.278407575326,NA,213.734593723059,4.408,NA,246.51,2267.785,NA,5.80845519589729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianmr
457508,2019-01-15,FGS_R,WANNOCK WR01,NA,13.34,NA,951.652,4278,416.327,NA,973.909,36.606,4532.31837099509,982,31.6612999154256,4.846,NA,725.358,1835.008,NA,18.8652457116131,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianmr
457519,2019-01-17,FGS_R,26410 OUTLET,NA,NA,NA,306.652,NA,298.716,2.04477294028803,2629.76,175.92,247.882719183002,NA,228.983825607998,3.482,NA,139.991,467.767,NA,4.1411932725018,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianmr
458853,2019-01-22,FGS,626 OUTLET,NA,NA,NA,394.171,1691,309.013,3.12187838689979,2400.624,112.928,372.06200991475,5281,150.347166673922,11.657,NA,160.286,540.115,NA,5.07079135923299,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Raw
458855,2019-01-22,FGS,693 OUTLET,NA,NA,NA,217.874,1054,153.45,3.70014150592369,1356.795,125.338,254.766580783366,2970,93.0924359860554,8.487,NA,102.696,448.75,NA,2.51686122273174,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Raw
458854,2019-01-22,FGS,703 OUTLET,NA,NA,NA,253.398,1548,409.513,3.60566887183699,2164.181,183.156,751.477466067456,5552,126.134870065821,6.028,NA,172.687,938.873,NA,5.59877786363833,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Raw
458856,2019-01-22,FGS,708 OUTLET,NA,NA,NA,231.824,1127,212.441,5.10739795799935,1785.698,152.286,348.34237653681,3527,150.52166600765,6.558,NA,117.81,627.65,NA,3.51804027187444,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Raw
458857,2019-01-22,FGS,819 OUTLET,NA,NA,NA,266.984,1907,298.432,13.8829724783788,2214.578,174.878,458.705767348871,5916,203.406422759451,4.737,NA,123.129,811.045,NA,4.49951264353546,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Raw
458858,2019-01-22,FGS,844 OUTLET,NA,NA,NA,240.249,1687,267.051,2.30935706545291,2049.709,182.773,435.565840277252,5831,144.654248636593,3.228,NA,115.407,774.819,NA,4.36606350564505,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Raw
458852,2019-01-22,FGS,1015 OUTLET,NA,NA,NA,225.019,2007,287.954,3.25675459598593,2240.688,246.906,601.222033251091,4452,266.413563797147,6.272,NA,150.358,1025.297,NA,4.823769362278,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Raw
460108,2019-01-28,FGS_B,HOMATHKO HOMA1,NA,34.06,NA,3418.837,11285,3090.602,NA,18959.607,23.007,12702.972,27286,447.055,25.436,NA,1921.165,4075.782,NA,104.607,NA,SVC,NA,SVC,SVC,SVC,BDL,SVC,SVC,SVC,SVC,SVC,SVC,NA,SVC,SVC,BDL,SVC,Collected,Technicianm
460115,2019-01-28,FGS_B,BEAR BEAR1,NA,7.645,NA,3036.477,NA,397.857,NA,2000.756,NA,5423.303,NA,6.644,6.764,NA,945.479,2272.878,NA,20.816,NA,NA,NA,NA,NA,NA,BDL,NA,BDL,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Collected,Technicianm
