event_pk,date,survey,site_id,acidity,alkh,ph,s,so4,mg,zn,na,al,ca,cl,fe,b,f,k,si,cu,sr,acidity_flag,alkh_flag,ph_flag,s_flag,so4_flag,mg_flag,zn_flag,na_flag,al_flag,ca_flag,cl_flag,fe_flag,b_flag,f_flag,k_flag,si_flag,cu_flag,sr_flag,row_flag,quality_level
4079,2015-06-03,FGS,703 OUTLET,NA,NA,NA,277.375,NA,410.75,NA,3276.5625,101.7241379,766.2125,NA,282.725,NA,NA,230.9375,2438.9625,NA,5.05387931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
4075,2015-06-03,FGS,708 OUTLET,NA,NA,NA,220.375,NA,313.75,2.6375,2343.5625,187.0689655,494.4125,NA,284.325,NA,NA,145.8375,227.3625,NA,4.105603448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
4071,2015-06-03,FGS,819 OUTLET,NA,NA,NA,211.375,NA,268.75,3.1375,2718.4625,214.6551724,452.0125,NA,281.325,NA,NA,141.4375,2327.1625,NA,3.846982759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
4072,2015-06-03,FGS,844 OUTLET,NA,NA,NA,219.375,NA,239.75,3.9375,2733.6625,227.5862069,469.4125,NA,222.125,NA,NA,204.4375,2526.9625,NA,3.502155172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
4073,2015-06-03,FGS,1015 OUTLET,NA,NA,NA,327.375,NA,383.75,3.2375,2657.8625,264.6551724,792.9125,NA,308.525,NA,NA,203.1375,537.6625,NA,5.140086207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
1999,2015-06-24,FGS,626 OUTLET,NA,NA,NA,380.375,NA,505.75,2.4375,4028.5625,121.551724137931,799.0125,NA,492.425,6.125,NA,226.2375,1727.3625,NA,7.38146551724138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Principal Investigator
2000,2015-06-24,FGS,693 OUTLET,NA,NA,NA,194.375,NA,231.75,4.0375,1513.9625,100.862068965517,387.7125,NA,25.925,NA,NA,114.0375,248.5625,NA,2.20905172413793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SVC,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
2001,2015-06-24,FGS,703 OUTLET,NA,NA,NA,229.375,NA,270.75,NA,2220.4625,107.758620689655,687.4125,NA,233.125,NA,NA,188.7375,2113.9625,NA,3.24353448275862,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
2002,2015-06-24,FGS,708 OUTLET,NA,NA,NA,240.375,NA,279.75,NA,2438.9625,196.551724137931,508.7125,NA,387.825,NA,NA,155.8375,615.9625,NA,2.72629310344828,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
2003,2015-06-24,FGS,819 OUTLET,NA,NA,NA,443.375,NA,329.75,2.7375,2714.9625,218.103448275862,560.4125,NA,261.625,NA,NA,121.2375,1894.8625,NA,3.50215517241379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
2004,2015-06-24,FGS,844 OUTLET,NA,NA,NA,540.375,NA,336.75,2.1375,2779.1625,231.896551724138,601.2125,NA,179.925,NA,NA,136.0375,2260.0625,NA,3.32974137931035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
2005,2015-06-24,FGS,1015 OUTLET,NA,NA,NA,360.375,NA,395.75,NA,2757.7625,246.551724137931,847.5125,NA,354.525,NA,NA,172.0375,561.5625,NA,4.01939655172414,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
2320,2015-07-15,FGS,626 OUTLET,NA,10.851,NA,329.375,935,888.75,NA,7820.2625,78.44827586,1678.9125,7419,761.725,5.125,NA,468.6375,4335.0625,NA,13.50215517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
2322,2015-07-15,FGS,693 OUTLET,NA,0.557,NA,187.375,1141,234.75,NA,1505.1625,81.89655172,418.9125,3449,19.025,NA,NA,100.3375,198.3625,NA,2.036637931,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
2317,2015-07-15,FGS,703 OUTLET,NA,2.887,NA,199.375,1142,249.75,NA,1979.8625,126.7241379,665.7125,2636,185.325,NA,NA,183.3375,2154.1625,NA,2.984913793,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
2318,2015-07-15,FGS,708 OUTLET,NA,2.37,NA,355.375,1361,435.75,NA,3957.4625,175.862069,553.5125,6145,495.825,2.825,NA,208.8375,141.6625,NA,3.415948276,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
2319,2015-07-15,FGS,819 OUTLET,NA,0.621,NA,214.375,971,263.75,2.9375,2861.2625,259.4827586,494.2125,5571,492.325,NA,NA,228.5375,3066.8625,NA,2.898706897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
2316,2015-07-15,FGS,844 OUTLET,NA,0.838,NA,237.375,1227,191.75,2.6375,2781.0625,242.2413793,420.8125,3877,409.525,4.925,NA,149.2375,2848.5625,NA,1.950431034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
2321,2015-07-15,FGS,1015 OUTLET,NA,3.957,NA,338.375,1362,424.75,NA,3800.2625,275.862069,987.8125,5239,613.325,NA,NA,235.0375,408.4625,NA,4.364224138,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
2535,2015-08-05,FGS,626 OUTLET,NA,NA,NA,363.8117647,NA,647.275,NA,4549.575,178.575,1016.475,NA,861.1,7,NA,283.65,2754.75,NA,9.5,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
2536,2015-08-05,FGS,693 OUTLET,NA,NA,NA,235.5764706,NA,231.575,NA,1592.475,100.075,322.575,NA,28.6,NA,NA,141.65,319.45,NA,2.3,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
2537,2015-08-05,FGS,703 OUTLET,NA,NA,NA,212.7529412,NA,258.275,NA,1751.275,200.475,581.575,NA,228.6,NA,NA,174.65,1348.85,NA,3,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
2538,2015-08-05,FGS,708 OUTLET,NA,NA,NA,370.1647059,NA,446.075,NA,2359.775,312.275,723.575,NA,366.6,NA,NA,140.05,1256.75,NA,5.3,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
2539,2015-08-05,FGS,819 OUTLET,NA,NA,NA,591.5764706,NA,579.575,4.580882353,2969.875,431.375,883.675,NA,523.5,NA,NA,157.95,1583.25,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
2540,2015-08-05,FGS,844 OUTLET,NA,NA,NA,525.5764706,NA,523.475,2.580882353,2415.375,492.875,788.675,NA,374.2,NA,NA,108.25,1652.95,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
2541,2015-08-05,FGS,1015 OUTLET,NA,NA,NA,340.2823529,NA,387.175,NA,2807.475,202.775,772.975,NA,332.9,NA,NA,281.55,772.45,NA,3.9,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
2926,2015-08-26,FGS,626 OUTLET,NA,NA,NA,226.047058823529,NA,641.975,2.34558823529412,4600.375,180.475,1071.475,NA,914.9,11.875,NA,333.85,2409.55,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technician
2927,2015-08-26,FGS,693 OUTLET,NA,NA,NA,221.22352941176501,NA,272.475,3.16911764705882,1752.075,139.375,480.275,NA,50.3,2.475,NA,151.25,453.95,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technician
2928,2015-08-26,FGS,703 OUTLET,NA,NA,NA,200.635294117647,NA,303.875,2.22794117647059,2305.075,113.475,763.275,NA,266.5,3.075,NA,208.25,2373.75,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technician
2929,2015-08-26,FGS,708 OUTLET,NA,NA,NA,250.4,NA,331.675,2.81617647058824,2278.675,164.275,581.875,NA,226.7,2.575,NA,123.15,463.55,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technician
2930,2015-08-26,FGS,819 OUTLET,NA,NA,NA,280.870588235294,NA,347.275,5.63970588235294,2879.675,301.475,582.575,NA,508.9,5.175,NA,125.85,2630.05,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technician
2931,2015-08-26,FGS,844 OUTLET,NA,NA,NA,294.870588235294,NA,299.275,5.875,2818.475,316.775,587.375,NA,410.1,3.875,NA,157.75,2906.65,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technician
2932,2015-08-26,FGS,1015 OUTLET,NA,NA,NA,288.4,NA,429.475,2.69852941176471,2790.575,244.575,884.875,NA,238.4,NA,NA,127.25,875.95,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technician
3352,2015-09-16,FGS,626 OUTLET,NA,NA,NA,207.85,NA,463.7,NA,2762.63333333333,244.65,639.7,NA,650.8,2.06666666666667,NA,141.466666666667,1580.86666666667,NA,7.3,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Principal Investigator
3353,2015-09-16,FGS,693 OUTLET,NA,NA,NA,212.15,NA,308.1,2.55,1306.03333333333,297.25,514,NA,164.8,NA,NA,84.9666666666667,844.166666666667,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
3354,2015-09-16,FGS,703 OUTLET,NA,NA,NA,262.85,NA,379.5,2.05,2320.93333333333,173.65,706.7,NA,193.1,NA,NA,167.266666666667,1919.36666666667,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
3355,2015-09-16,FGS,708 OUTLET,NA,NA,NA,282.55,NA,379.4,2.45,1943.83333333333,263.55,620.7,NA,247.7,NA,NA,99.9666666666667,790.366666666667,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
3356,2015-09-16,FGS,819 OUTLET,NA,NA,NA,221.85,NA,419.2,3.15,2257.43333333333,404.95,651.4,NA,504.1,NA,NA,93.8666666666667,2134.96666666667,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
3357,2015-09-16,FGS,844 OUTLET,NA,NA,NA,266.25,NA,378,2.45,2073.53333333333,446.15,651,NA,348.9,NA,NA,77.7666666666667,2228.86666666667,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
3358,2015-09-16,FGS,1015 OUTLET,NA,NA,NA,366.75,NA,469.9,2.15,2394.73333333333,362.15,918.9,NA,296.8,NA,NA,212.866666666667,1151.36666666667,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
7058,2015-10-08,FGS,626 OUTLET,NA,NA,NA,155.85,NA,379.8,2.45,2490.55,188.65,596.3,NA,603.4,5,NA,131.35,1413.9,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
7060,2015-10-08,FGS,693 OUTLET,NA,NA,NA,159.65,NA,293.1,3.55,1418.65,273.15,479.6,NA,205.7,2.4,NA,86.15,825.4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
7059,2015-10-08,FGS,703 OUTLET,NA,NA,NA,142.25,NA,282.1,2.05,4007.05,141.85,658.8,NA,212.9,3.4,NA,159.65,2185.5,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
7055,2015-10-08,FGS,708 OUTLET,NA,NA,NA,192.25,NA,352.2,NA,1919.65,245.25,561.4,NA,307.5,2.8,NA,83.85,850.4,NA,3.5,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
7057,2015-10-08,FGS,819 OUTLET,NA,NA,NA,200.55,NA,339.8,3.65,2439.65,355.85,519.6,NA,540.1,3.9,NA,93.05,2264.1,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
7056,2015-10-08,FGS,844 OUTLET,NA,NA,NA,193.85,NA,309.9,3.55,2185.85,369.15,594.9,NA,401.8,2.9,NA,122.55,2295.5,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
7061,2015-10-08,FGS,1015 OUTLET,NA,NA,NA,272.05,NA,444.7,NA,2358.95,344.45,903.5,NA,371.9,4.1,NA,119.25,1168.1,NA,4.4,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
16791,2015-10-28,FGS,626 OUTLET,NA,0.889,NA,254.4,1227,410.8,2.5,2479.9,232.1,452.7,3877,365.7,5.3,NA,103.6,884.5,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Principal Investigator
16792,2015-10-28,FGS,693 OUTLET,NA,-1.108,NA,256.7,1142,370,2.3,2184.5,267,489.8,2636,214.8,NA,NA,108.5,866.1,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Principal Investigator
16793,2015-10-28,FGS,703 OUTLET,NA,1.492,NA,198.3,1361,283.8,2.2,1793.3,172.2,634.4,6145,179.1,3.7,NA,136.1,1647.9,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Principal Investigator
16794,2015-10-28,FGS,708 OUTLET,NA,0.094,NA,263.6,971,346.6,2,1977.8,268.3,561.8,5571,381.3,4.6,NA,92.9,940.2,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Principal Investigator
16795,2015-10-28,FGS,819 OUTLET,NA,-1.053,NA,251.7,935,435.9,2.7,2837.1,352.1,582.6,7419,498.3,4.7,NA,206.9,1683,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Principal Investigator
16796,2015-10-28,FGS,844 OUTLET,NA,-0.884,NA,220.1,1362,337.9,NA,2082.5,380.4,534.6,5239,344,4.1,NA,77.1,1614.9,NA,4.2,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Principal Investigator
16797,2015-10-28,FGS,1015 OUTLET,NA,0.095,NA,325.9,1141,451.6,NA,2468.3,382.1,853,3449,477.8,5.8,NA,121.9,1246.9,NA,5.4,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Principal Investigator
16893,2015-12-01,FGS,626 OUTLET,NA,NA,NA,236.6,NA,482.3,2.5,3420.7,113.1,675.5,NA,330.9,3.4,NA,246.5,1465,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
16894,2015-12-01,FGS,693 OUTLET,NA,NA,NA,166.6,NA,293.6,4.3,1715.6,193.1,445.2,NA,195.4,NA,NA,106.9,716.9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
16895,2015-12-01,FGS,703 OUTLET,NA,NA,NA,191.5,NA,334.8,NA,2136.6,113.4,755,NA,172.3,NA,NA,130.5,2135.7,NA,3.8,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
16896,2015-12-01,FGS,708 OUTLET,NA,NA,NA,224.1,NA,364.1,2.2,2180.3,240.9,585.3,NA,304.8,NA,NA,129.4,1005.4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
16897,2015-12-01,FGS,819 OUTLET,NA,NA,NA,271,NA,387.6,3.3,2831.3,238.6,596.9,NA,339.7,NA,NA,95.8,2144.1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
16898,2015-12-01,FGS,844 OUTLET,NA,NA,NA,217.4,NA,348.3,2,2433.5,251.9,596.4,NA,241.9,NA,NA,81.8,2093.7,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
16899,2015-12-01,FGS,1015 OUTLET,NA,NA,NA,248.1,NA,450.6,2.6,2675.3,351.4,835.4,NA,453.7,NA,NA,132.1,1308.5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
30425,2016-01-15,FGS,626 OUTLET,NA,0.046,NA,191.483333333333,1055,259.3,NA,2269.5,122.85,331.9,4128,204,10.6,NA,116.5,940,NA,3.21666666666667,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
30426,2016-01-15,FGS,693 OUTLET,NA,-0.224,NA,222.483333333333,1139,326.2,2.73333333333333,2300.2,151.95,404.9,3706,112.3,7.5,NA,152,583.8,NA,2.91666666666667,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
30427,2016-01-15,FGS,703 OUTLET,NA,1.694,NA,215.183333333333,1457,284,2.73333333333333,1919,183.35,537.4,3355,153.8,10.3,NA,136.5,1015.5,NA,3.11666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
30428,2016-01-15,FGS,708 OUTLET,NA,0.13,NA,205.583333333333,1373,296.4,2.03333333333333,1951.4,225.95,452.7,4189,213.8,8.1,NA,199.5,849.2,NA,3.31666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
30429,2016-01-15,FGS,819 OUTLET,NA,-0.218,NA,274.883333333333,1080,329.7,2.93333333333333,2242.6,307.85,478.9,3591,320.9,11.4,NA,142.7,1334.7,NA,3.31666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
30430,2016-01-15,FGS,844 OUTLET,NA,0.661,NA,226.483333333333,1420,278,NA,1776.3,323.85,444.2,3035,231.8,9.3,NA,81,1257.8,NA,3.21666666666667,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
30431,2016-01-15,FGS,1015 OUTLET,NA,1.147,NA,289.183333333333,1044,440.3,2.03333333333333,2575.7,313.15,783.1,4036,337.9,13.3,NA,149.7,1194,NA,4.81666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
50360,2016-02-26,FGS,1015 OUTLET,NA,NA,NA,233.283333333333,NA,384.2,NA,2301.8,289.55,690.8,NA,261.6,5.9,NA,102.9,1130.3,NA,4.31666666666667,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
50361,2016-02-26,FGS,819 OUTLET,NA,NA,NA,203.883333333333,NA,302.3,NA,2173.8,246.85,439.5,NA,320,4.3,NA,123.7,1279.2,NA,3.21666666666667,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
50362,2016-02-26,FGS,844 OUTLET,NA,NA,NA,174.183333333333,NA,280.4,NA,1976.9,261.45,450.3,NA,240.4,4.4,NA,83.1,1286.3,NA,3.21666666666667,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
50363,2016-02-26,FGS,708 OUTLET,NA,NA,NA,146.283333333333,NA,272.5,NA,1730.1,178.55,414.7,NA,159.3,2.5,NA,92.3,687.4,NA,3.11666666666667,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
50364,2016-02-26,FGS,703 OUTLET,NA,NA,NA,144.583333333333,NA,225.5,NA,1600.3,106.15,496.3,NA,113.7,3.2,NA,161.9,1028,NA,2.71666666666667,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
50365,2016-02-26,FGS,693 OUTLET,NA,NA,NA,166.883333333333,NA,203,NA,1327.9,138.65,307.2,NA,95.1,2.5,NA,69.6,456,NA,2.21666666666667,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
50366,2016-02-26,FGS,626 OUTLET,NA,NA,NA,218.483333333333,NA,336.3,NA,2494,114.85,400.8,NA,218.2,4.2,NA,117.2,760.7,NA,4.31666666666667,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,NA,NA,NA,NA,BDL,NA,Results,Technicianm
65047,2016-03-18,FGS,626 OUTLET,NA,NA,NA,186.75,NA,225.8,2.6,2118.3,88.15,380.7,NA,160.5,NA,NA,93.7,481.6,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
65048,2016-03-18,FGS,693 OUTLET,NA,NA,NA,133.35,NA,141,NA,1310.6,119.05,195.2,NA,86.7,NA,NA,67.3,356.4,NA,1.8,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
65049,2016-03-18,FGS,703 OUTLET,NA,NA,NA,153.65,NA,168.9,NA,1551.9,123.15,366.8,NA,116.5,NA,NA,87.7,1002.7,NA,2.6,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
65050,2016-03-18,FGS,708 OUTLET,NA,NA,NA,142.05,NA,168.3,2.7,1550.8,149.75,152.6,NA,139.2,NA,NA,75.9,521.7,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
65051,2016-03-18,FGS,819 OUTLET,NA,NA,NA,199.55,NA,182.2,NA,1742.4,218.65,83.9,NA,167,NA,NA,69.4,872.1,NA,2.8,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
65052,2016-03-18,FGS,844 OUTLET,NA,NA,NA,180.65,NA,196.6,NA,1946.6,223.95,39.1,NA,215.2,NA,NA,76.4,895.3,NA,2.7,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
65053,2016-03-18,FGS,1015 OUTLET,NA,NA,NA,204.95,NA,235.4,NA,2081.3,255.15,261.2,NA,197.8,NA,NA,91.4,914.8,NA,3.5,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
68556,2016-04-07,FGS,626 OUTLET,NA,NA,NA,122.575,NA,247.55,12.925,1831.95,113.3,259.45,NA,181.1,NA,NA,69.3,421.975,NA,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
68557,2016-04-07,FGS,693 OUTLET,NA,NA,NA,165.675,NA,227.65,18.025,1660.05,134.1,272.05,NA,114.3,NA,NA,122.4,361.175,NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
68558,2016-04-07,FGS,703 OUTLET,NA,NA,NA,166.375,NA,235.05,16.225,1663.75,152.8,388.55,NA,137.1,NA,NA,85.6,688.975,1.15,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,NA,NA,Results,Technicianm
68559,2016-04-07,FGS,708 OUTLET,NA,NA,NA,168.675,NA,262.95,5.825,1780.45,172.7,345.55,NA,158.8,NA,NA,82.7,543.075,NA,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
68560,2016-04-07,FGS,819 OUTLET,NA,NA,NA,243.175,NA,285.25,9.725,1914.35,275,377.65,NA,240.5,NA,NA,63.8,867.675,NA,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,BDL,NA,NA,NA,BDL,NA,Results,Technicianm
