event_pk,date,survey,site_id,acidified,hakai_id,ug_n,ug_c,c_flag,n_flag,row_flag,quality_level
185062,2016-11-23,FGS,1015 OUTLET,FALSE,CX6741,19.6925878861611,184.253887328258,AV,SVC,Results,Principal Investigator
185062,2016-11-23,FGS,1015 OUTLET,TRUE,CX6742,20.300810294674,232.089539627466,NA,NA,Results,Technicianmr
239070,2017-01-20,FGS,626 OUTLET,FALSE,CX6743,35.5062832064742,103.943414961972,AV,NA,Results,Principal Investigator
239070,2017-01-20,FGS,626 OUTLET,TRUE,CX6744,11.2922541691579,104.457291962087,NA,SVC,Results,Technicianmr
239071,2017-01-20,FGS,693 OUTLET,FALSE,CX6745,57.4088241220239,235.765408584486,AV,NA,Results,Principal Investigator
239071,2017-01-20,FGS,693 OUTLET,TRUE,CX6746,24.3869383919776,253.391192489791,NA,NA,Results,Technicianm
239072,2017-01-20,FGS,703 OUTLET,FALSE,CX6747,18.0505473795287,180.545220956211,AV,SVC,Results,Principal Investigator
239072,2017-01-20,FGS,703 OUTLET,TRUE,CX6748,19.9455768567539,195.397247890617,NA,NA,Results,Technicianm
239073,2017-01-20,FGS,708 OUTLET,FALSE,CX6749,30.5318585422762,296.698691639841,AV,NA,Results,Principal Investigator
239073,2017-01-20,FGS,708 OUTLET,TRUE,CX6750,31.9813069004619,339.516153766029,NA,NA,Results,Technicianm
239074,2017-01-20,FGS,819 OUTLET,FALSE,CX6751,12.1241908786145,142.849986965339,AV,SVC,Results,Principal Investigator
239074,2017-01-20,FGS,819 OUTLET,TRUE,CX6752,14.7617031058445,166.502709806552,NA,NA,Results,Technicianm
239075,2017-01-20,FGS,844 OUTLET,FALSE,CX6753,24.6163396672042,143.647847779559,AV,NA,Results,Principal Investigator
239075,2017-01-20,FGS,844 OUTLET,TRUE,CX6754,10.0971123406755,174.417119714974,NA,NA,Results,Technicianm
239076,2017-01-20,FGS,1015 OUTLET,FALSE,CX6755,23.151308882541,226.53966155947,AV,NA,Results,Principal Investigator
239076,2017-01-20,FGS,1015 OUTLET,TRUE,CX6756,16.2166524020466,254.704993152599,NA,NA,Results,Technicianm
251321,2017-02-24,FGS,626 OUTLET,FALSE,CX6757,10.8913328101306,125.280857438567,AV,SVC,Results,Principal Investigator
251321,2017-02-24,FGS,626 OUTLET,TRUE,CX6758,8.99752971802924,135.219354329782,NA,NA,Results,Technicianm
251322,2017-02-24,FGS,693 OUTLET,FALSE,CX6759,38.9569791305878,242.086600569303,AV,NA,Results,Principal Investigator
251322,2017-02-24,FGS,693 OUTLET,TRUE,CX6760,19.7999717057099,261.261209325997,NA,NA,Results,Technicianm
251323,2017-02-24,FGS,703 OUTLET,FALSE,CX6761,34.0435949570301,203.833684926227,AV,NA,Results,Principal Investigator
251323,2017-02-24,FGS,703 OUTLET,TRUE,CX6762,15.3055312906958,207.660135845375,NA,NA,Results,Technicianm
251324,2017-02-24,FGS,708 OUTLET,FALSE,CX6763,21.5687219878523,208.85464773857,AV,NA,Results,Principal Investigator
251324,2017-02-24,FGS,708 OUTLET,TRUE,CX6764,23.955244227571,260.080279118797,NA,NA,Results,Technicianm
251325,2017-02-24,FGS,819 OUTLET,FALSE,CX6765,31.5855698921459,77.2076133922186,SVC,NA,Results,Principal Investigator
251325,2017-02-24,FGS,819 OUTLET,TRUE,CX6766,6.63350611745153,97.5622981414253,NA,NA,Results,Technicianm
251326,2017-02-24,FGS,844 OUTLET,FALSE,CX6767,20.0444023243673,146.306921615759,AV,NA,Results,Principal Investigator
251326,2017-02-24,FGS,844 OUTLET,TRUE,CX6768,11.2038933803595,164.523293881426,NA,NA,Results,Technicianm
251327,2017-02-24,FGS,1015 OUTLET,FALSE,CX6769,16.2907799844969,186.637294013552,AV,SVC,Results,Principal Investigator
251327,2017-02-24,FGS,1015 OUTLET,TRUE,CX6770,14.8719710069339,220.787315669224,NA,NA,Results,Technicianm
254331,2017-03-15,FGS,626 OUTLET,FALSE,CX6771,13.2981348739116,139.657903723717,AV,SVC,Results,Principal Investigator
254333,2017-03-15,FGS,703 OUTLET,FALSE,CX6773,24.7921222029812,158.529502369553,AV,NA,Results,Principal Investigator
254334,2017-03-15,FGS,708 OUTLET,FALSE,CX6774,35.915779493965,172.063035595689,AV,NA,Results,Principal Investigator
254335,2017-03-15,FGS,819 OUTLET,FALSE,CX6775,27.6040261596904,141.254073341476,AV,NA,Results,Principal Investigator
254336,2017-03-15,FGS,844 OUTLET,FALSE,CX6776,10.5977624296614,124.215066177854,AV,SVC,Results,Principal Investigator
254337,2017-03-15,FGS,1015 OUTLET,FALSE,CX6777,15.5867460761884,206.740871014801,AV,SVC,Results,Principal Investigator
254332,2017-03-15,FGS,693 OUTLET,FALSE,CX6778,13.8400649785033,176.912575923671,AV,NA,Results,Principal Investigator
255288,2017-04-12,FGS,626 OUTLET,FALSE,CX6779,15.443901662066,212.622093207396,AV,NA,Results,Principal Investigator
255289,2017-04-12,FGS,693 OUTLET,FALSE,CX6780,17.7141458163584,231.225621947435,AV,NA,Results,Principal Investigator
255290,2017-04-12,FGS,703 OUTLET,FALSE,CX6781,16.3101914115374,211.86927833791,AV,NA,Results,Principal Investigator
255291,2017-04-12,FGS,708 OUTLET,FALSE,CX6782,27.413017547641,299.586831144643,AV,NA,Results,Principal Investigator
255292,2017-04-12,FGS,819 OUTLET,FALSE,CX6783,10.9575562369244,157.378779175497,AV,NA,Results,Principal Investigator
255293,2017-04-12,FGS,844 OUTLET,FALSE,CX6784,9.67936893113556,146.168118146979,AV,NA,Results,Principal Investigator
255294,2017-04-12,FGS,1015 OUTLET,FALSE,CX6785,18.6873992543789,262.98254801335,AV,NA,Results,Principal Investigator
280616,2017-05-07,FGS,626 OUTLET,FALSE,CX6786,19.3104968052455,245.985410700769,AV,NA,Results,Principal Investigator
280617,2017-05-07,FGS,693 OUTLET,FALSE,CX6787,24.125272765285,276.449610200848,AV,NA,Results,Principal Investigator
280618,2017-05-07,FGS,703 OUTLET,FALSE,CX6788,13.8588319064269,185.640166657387,AV,NA,Results,Principal Investigator
280619,2017-05-07,FGS,708 OUTLET,FALSE,CX6789,25.2187762892961,306.579558007829,AV,NA,Results,Principal Investigator
280620,2017-05-07,FGS,819 OUTLET,FALSE,CX6790,12.1328237612559,228.718003742571,AV,NA,Results,Principal Investigator
280621,2017-05-07,FGS,844 OUTLET,FALSE,CX6791,15.3678942952799,242.502255346676,AV,NA,Results,Principal Investigator
280622,2017-05-07,FGS,1015 OUTLET,FALSE,CX6792,22.7118382824128,317.117621647828,AV,NA,Results,Principal Investigator
301474,2017-05-24,FGS,693 OUTLET,FALSE,CX6793,18.3092608450975,227.146186139483,AV,NA,Results,Principal Investigator
301473,2017-05-24,FGS,626 OUTLET,FALSE,CX6794,23.5675586259579,302.305410319697,AV,NA,Results,Principal Investigator
301475,2017-05-24,FGS,703 OUTLET,FALSE,CX6795,19.207783914464,263.653091370242,AV,NA,Results,Principal Investigator
301476,2017-05-24,FGS,708 OUTLET,FALSE,CX6796,20.6104366040258,271.361856411313,AV,NA,Results,Principal Investigator
301477,2017-05-24,FGS,819 OUTLET,FALSE,CX6797,23.4151462129622,275.430277838375,AV,NA,Results,Principal Investigator
301478,2017-05-24,FGS,844 OUTLET,FALSE,CX6798,15.5907809321951,204.937400841287,AV,NA,Results,Principal Investigator
301479,2017-05-24,FGS,1015 OUTLET,FALSE,CX6799,17.135908067301,236.310181995859,AV,NA,Results,Principal Investigator
301492,2017-06-14,FGS,626 OUTLET,FALSE,CX7300,10.7367828566537,175.600445659348,AV,NA,Results,Principal Investigator
301493,2017-06-14,FGS,693 OUTLET,FALSE,CX7301,25.3206494841449,314.716115311916,AV,NA,Results,Principal Investigator
301494,2017-06-14,FGS,703 OUTLET,FALSE,CX7302,11.9124712014569,172.092896114687,AV,NA,Results,Principal Investigator
301495,2017-06-14,FGS,708 OUTLET,FALSE,CX7303,24.4170983611126,331.251213148052,AV,NA,Results,Principal Investigator
301496,2017-06-14,FGS,819 OUTLET,FALSE,CX7304,15.8218085522951,220.56441621819,AV,NA,Results,Principal Investigator
301497,2017-06-14,FGS,844 OUTLET,FALSE,CX7305,38.3654212156093,759.086467348298,AV,NA,Results,Principal Investigator
301498,2017-06-14,FGS,1015 OUTLET,FALSE,CX7306,12.3281390690692,189.828634628866,AV,NA,Results,Principal Investigator
309242,2017-07-05,FGS,626 OUTLET,FALSE,CX7307,11.5543512911329,184.119137305402,AV,NA,Results,Principal Investigator
309243,2017-07-05,FGS,693 OUTLET,FALSE,CX7308,18.8741501723687,213.725235915121,AV,NA,Results,Principal Investigator
309244,2017-07-05,FGS,703 OUTLET,FALSE,CX7309,11.4357094080456,145.890755945264,AV,NA,Results,Principal Investigator
309245,2017-07-05,FGS,708 OUTLET,FALSE,CX7310,20.7937167420007,254.504870825621,AV,NA,Results,Principal Investigator
309246,2017-07-05,FGS,819 OUTLET,FALSE,CX7311,14.1967437699944,181.943103321377,AV,NA,Results,Principal Investigator
309247,2017-07-05,FGS,844 OUTLET,FALSE,CX7312,12.6851412092085,173.057186635085,AV,NA,Results,Principal Investigator
309248,2017-07-05,FGS,1015 OUTLET,FALSE,CX7313,11.9278353045864,177.529355346439,AV,NA,Results,Principal Investigator
313696,2017-07-30,FGS,626 OUTLET,FALSE,CX7314,26.6960855603431,478.946776617916,AV,NA,Results,Principal Investigator
313694,2017-07-30,FGS,693 OUTLET,FALSE,CX7315,19.3178043643658,233.618725009591,AV,NA,Results,Principal Investigator
313698,2017-07-30,FGS,703 OUTLET,FALSE,CX7316,16.8912743697064,181.750266430804,AV,NA,Results,Principal Investigator
313693,2017-07-30,FGS,708 OUTLET,FALSE,CX7317,18.863808416037,317.448699657753,AV,NA,Results,Principal Investigator
313697,2017-07-30,FGS,819 OUTLET,FALSE,CX7318,17.8061235518772,306.216878012534,AV,NA,Results,Principal Investigator
313695,2017-07-30,FGS,844 OUTLET,FALSE,CX7319,15.6934876150616,264.509107124598,AV,NA,Results,Principal Investigator
313699,2017-07-30,FGS,1015 OUTLET,FALSE,CX7320,18.6674215240397,296.948232474774,AV,NA,Results,Principal Investigator
317992,2017-08-16,FGS,693 OUTLET,FALSE,CX7321,26.6768269051381,295.201988666187,AV,NA,Results,Principal Investigator
317996,2017-08-16,FGS,844 OUTLET,FALSE,CX7322,20.4760166754556,262.403993250029,AV,NA,Results,Principal Investigator
317991,2017-08-16,FGS,626 OUTLET,FALSE,CX7323,26.8343903755445,395.137896016725,AV,NA,Results,Principal Investigator
317993,2017-08-16,FGS,703 OUTLET,FALSE,CX7324,13.8062131376601,221.610228087502,AV,NA,Results,Principal Investigator
317994,2017-08-16,FGS,708 OUTLET,FALSE,CX7325,21.1153255102475,262.194732540327,AV,NA,Results,Principal Investigator
317997,2017-08-16,FGS,1015 OUTLET,FALSE,CX7326,16.3703892774901,231.5639806514,AV,NA,Results,Principal Investigator
317995,2017-08-16,FGS,819 OUTLET,FALSE,CX7327,17.1173599049179,258.136609501923,AV,NA,Results,Principal Investigator
337000,2017-09-09,FGS,626 OUTLET,FALSE,CX7328,16.3220801942409,280.512651035224,AV,NA,Results,Principal Investigator
337001,2017-09-09,FGS,693 OUTLET,FALSE,CX7329,21.8312934539814,260.015732947965,AV,NA,Results,Principal Investigator
337002,2017-09-09,FGS,703 OUTLET,FALSE,CX7330,10.4501330215527,186.093976654797,AV,NA,Results,Principal Investigator
337003,2017-09-09,FGS,708 OUTLET,FALSE,CX7331,16.8372304980092,249.623906451357,AV,NA,Results,Principal Investigator
337004,2017-09-09,FGS,819 OUTLET,FALSE,CX7332,15.89115536688,270.119744002868,AV,NA,Results,Principal Investigator
337005,2017-09-09,FGS,844 OUTLET,FALSE,CX7333,23.5357290238818,275.113114099218,AV,NA,Results,Principal Investigator
337006,2017-09-09,FGS,1015 OUTLET,FALSE,CX7334,9.52994771225208,142.565470847712,AV,NA,Results,Principal Investigator
345806,2017-09-30,FGS,626 OUTLET,FALSE,CX7335,22.5120280696819,295.090030879516,AV,NA,Results,Principal Investigator
345807,2017-09-30,FGS,693 OUTLET,FALSE,CX7336,20.305256107982,283.438470627148,AV,NA,Results,Principal Investigator
345808,2017-09-30,FGS,703 OUTLET,FALSE,CX7337,8.95801031780806,168.46260621216,AV,NA,Results,Principal Investigator
345809,2017-09-30,FGS,708 OUTLET,FALSE,CX7338,18.447728385538,260.343644855001,AV,NA,Results,Principal Investigator
345810,2017-09-30,FGS,819 OUTLET,FALSE,CX7339,15.2984419282984,249.435946667341,AV,NA,Results,Principal Investigator
345811,2017-09-30,FGS,844 OUTLET,FALSE,CX7340,14.0745765297124,221.321600105812,AV,NA,Results,Principal Investigator
345812,2017-09-30,FGS,1015 OUTLET,FALSE,CX7341,16.888630566536,185.177763204375,AV,NA,Results,Principal Investigator
350679,2017-10-15,FGS,819 OUTLET,FALSE,CX7342,16.5741157740057,300.592199908342,AV,NA,Results,Principal Investigator
350678,2017-10-15,FGS,708 OUTLET,FALSE,CX7343,19.8110304381854,294.250779501807,AV,NA,Results,Principal Investigator
350676,2017-10-15,FGS,703 OUTLET,FALSE,CX7344,16.1504939001603,252.104170768357,AV,NA,Results,Principal Investigator
350677,2017-10-15,FGS,693 OUTLET,FALSE,CX7345,20.5783572670628,265.885417899614,AV,NA,Results,Principal Investigator
350675,2017-10-15,FGS,626 OUTLET,FALSE,CX7346,21.1496329104478,315.755754704628,AV,NA,Results,Principal Investigator
350680,2017-10-15,FGS,1015 OUTLET,FALSE,CX7347,15.6748591982923,259.447854413644,AV,NA,Results,Principal Investigator
350681,2017-10-15,FGS,844 OUTLET,FALSE,CX7348,15.2282395364375,264.095882887982,AV,NA,Results,Principal Investigator
369464,2017-12-02,FGS,626 OUTLET,FALSE,CX7349,NA,NA,NA,NA,Collected,Technicianm
369465,2017-12-02,FGS,693 OUTLET,FALSE,CX7350,NA,NA,NA,NA,Collected,Technicianm
369466,2017-12-02,FGS,703 OUTLET,FALSE,CX7351,NA,NA,NA,NA,Collected,Technicianm
369468,2017-12-02,FGS,819 OUTLET,FALSE,CX7353,NA,NA,NA,NA,Collected,Technicianm
369469,2017-12-02,FGS,844 OUTLET,FALSE,CX7354,NA,NA,NA,NA,Collected,Technicianm
369470,2017-12-02,FGS,1015 OUTLET,FALSE,CX7355,NA,NA,NA,NA,Collected,Technicianm
369467,2017-12-07,FGS,708 OUTLET,FALSE,CX7352,NA,NA,NA,NA,Collected,Technicianm
364910,2018-01-13,FGS,626 OUTLET,FALSE,CX7370,NA,NA,NA,NA,Collected,Technicianm
364911,2018-01-13,FGS,693 OUTLET,FALSE,CX7371,NA,NA,NA,NA,Collected,Technicianm
364912,2018-01-13,FGS,703 OUTLET,FALSE,CX7372,NA,NA,NA,NA,Collected,Technicianm
364913,2018-01-13,FGS,708 OUTLET,FALSE,CX7373,NA,NA,NA,NA,Collected,Technicianm
364914,2018-01-13,FGS,819 OUTLET,FALSE,CX7374,NA,NA,NA,NA,Collected,Technicianm
364915,2018-01-13,FGS,844 OUTLET,FALSE,CX7375,NA,NA,NA,NA,Collected,Technicianm
364916,2018-01-13,FGS,1015 OUTLET,FALSE,CX7376,NA,NA,NA,NA,Collected,Technicianm
369430,2018-02-17,FGS,626 OUTLET,FALSE,CX7377,NA,NA,NA,NA,Collected,Technicianm
369431,2018-02-17,FGS,693 OUTLET,FALSE,CX7378,NA,NA,NA,NA,Collected,Technicianm
369432,2018-02-17,FGS,703 OUTLET,FALSE,CX7379,NA,NA,NA,NA,Collected,Technicianm
369433,2018-02-17,FGS,708 OUTLET,FALSE,CX7380,NA,NA,NA,NA,Collected,Technicianm
369434,2018-02-17,FGS,819 OUTLET,FALSE,CX7381,NA,NA,NA,NA,Collected,Technicianm
369435,2018-02-17,FGS,844 OUTLET,FALSE,CX7382,NA,NA,NA,NA,Collected,Technicianm
369436,2018-02-17,FGS,1015 OUTLET,FALSE,CX7383,NA,NA,NA,NA,Collected,Technicianm
371424,2018-02-26,FGS_Y,KOEYE KR01,FALSE,CX7385,13.7889781204458,145.879218909887,NA,SVC,Results,Technicianm
374695,2018-03-25,FGS,626 OUTLET,FALSE,CX7386,NA,NA,NA,NA,Collected,Technicianm
374696,2018-03-25,FGS,693 OUTLET,FALSE,CX7387,NA,NA,NA,NA,Collected,Technicianm
374697,2018-03-25,FGS,703 OUTLET,FALSE,CX7388,NA,NA,NA,NA,Collected,Technicianm
374698,2018-03-25,FGS,708 OUTLET,FALSE,CX7389,NA,NA,NA,NA,Collected,Technicianm
374699,2018-03-25,FGS,819 OUTLET,FALSE,CX7390,NA,NA,NA,NA,Collected,Technicianm
374700,2018-03-25,FGS,844 OUTLET,FALSE,CX7391,NA,NA,NA,NA,Collected,Technicianm
374701,2018-03-25,FGS,1015 OUTLET,FALSE,CX7392,NA,NA,NA,NA,Collected,Technicianm
377536,2018-04-10,FGS_R,819 OUTLET,FALSE,CX10400,13.3150299664243,134.917554301184,NA,SVC,Results,Technicianm
377537,2018-04-10,FGS_R,703 OUTLET,FALSE,CX10401,10.734258011097,107.340549937956,NA,SVC,Results,Technicianm
377538,2018-04-10,FGS_R,708 OUTLET,FALSE,CX10402,14.5788426175768,172.311031143155,NA,SVC,Results,Technicianm
377600,2018-04-11,FGS_R,20754 OUTLET,FALSE,CF11800,NA,NA,NA,NA,Collected,Technicianm
377596,2018-04-11,FGS_R,20741 OUTLET,FALSE,CF11801,NA,NA,NA,NA,Collected,Technicianm
377599,2018-04-11,FGS_R,20718 OUTLET,FALSE,CF11802,NA,NA,NA,NA,Collected,Technicianm
377598,2018-04-11,FGS_R,20642 OUTLET,FALSE,CF11803,NA,NA,NA,NA,Collected,Technicianm
377590,2018-04-14,FGS_Y,KOEYE KR01,FALSE,CF11808,NA,NA,NA,NA,Collected,Technicianm
377987,2018-04-16,FGS_R,WANNOCK WR01,FALSE,CF11809,NA,NA,NA,NA,Collected,Technicianm
377986,2018-04-16,FGS_R,20771K OUTLET,FALSE,CF11810,NA,NA,NA,NA,Collected,Technicianm
379232,2018-04-23,FGS,626 OUTLET,FALSE,CX7393,NA,NA,NA,NA,Collected,Technicianm
379233,2018-04-23,FGS,693 OUTLET,FALSE,CX7394,NA,NA,NA,NA,Collected,Technicianm
379234,2018-04-23,FGS,703 OUTLET,FALSE,CX7395,NA,NA,NA,NA,Collected,Technicianm
379235,2018-04-23,FGS,708 OUTLET,FALSE,CX7396,NA,NA,NA,NA,Collected,Technicianm
379236,2018-04-23,FGS,819 OUTLET,FALSE,CX7397,NA,NA,NA,NA,Collected,Technicianm
379237,2018-04-23,FGS,844 OUTLET,FALSE,CX7398,NA,NA,NA,NA,Collected,Technicianm
379238,2018-04-23,FGS,1015 OUTLET,FALSE,CX7399,NA,NA,NA,NA,Collected,Technicianm
379382,2018-04-30,FGS_B,HOMATHKO HOMA1,FALSE,QF4998,NA,NA,NA,NA,Collected,Technicianm
379384,2018-04-30,FGS_B,SOUTHGATE SGTE3,FALSE,QF4999,NA,NA,NA,NA,Collected,Technicianm
379381,2018-04-30,FGS_B,TEAQUAHAN TEAQ2,FALSE,QF5000,NA,NA,NA,NA,Collected,Technicianm
379672,2018-05-02,FGS_B,PARADISE PDSE1,FALSE,QF5001,NA,NA,NA,NA,Collected,Technicianm
379669,2018-05-02,FGS_B,MELLERSH MELR1,FALSE,QF5002,NA,NA,NA,NA,Collected,Technicianm
380270,2018-05-03,FGS_B,8405 OUTLET,FALSE,QF5003,NA,NA,NA,NA,Collected,Technicianm
380264,2018-05-03,FGS_B,4767 OUTLET,FALSE,QF5004,NA,NA,NA,NA,Collected,Technicianm
380271,2018-05-03,FGS_B,9572 OUTLET,FALSE,QF5005,NA,NA,NA,NA,Collected,Technicianm
387764,2018-05-15,FGS_Y,KOEYE KR01,FALSE,CF11811,NA,NA,NA,NA,Collected,Technicianm
387762,2018-05-15,FGS_R,708 OUTLET,FALSE,CF11812,NA,NA,NA,NA,Collected,Technicianm
387763,2018-05-15,FGS_R,819 OUTLET,FALSE,CF11813,NA,NA,NA,NA,Collected,Technicianm
387761,2018-05-15,FGS_R,703 OUTLET,FALSE,CF11814,NA,NA,NA,NA,Collected,Technicianm
388025,2018-05-17,FGS_R,20771K OUTLET,FALSE,CF11815,NA,NA,NA,NA,Collected,Technicianm
388026,2018-05-17,FGS_R,20771C OUTLET,FALSE,CF11816,NA,NA,NA,NA,Collected,Technicianm
388029,2018-05-18,FGS_R,20741 OUTLET,FALSE,CF11818,NA,NA,NA,NA,Collected,Technicianm
405305,2018-05-28,FGS,626 OUTLET,FALSE,CX10000,NA,NA,NA,NA,Collected,Technicianm
405306,2018-05-28,FGS,693 OUTLET,FALSE,CX10001,NA,NA,NA,NA,Collected,Technicianm
405307,2018-05-28,FGS,703 OUTLET,FALSE,CX10002,NA,NA,NA,NA,Collected,Technicianm
405308,2018-05-28,FGS,708 OUTLET,FALSE,CX10003,NA,NA,NA,NA,Collected,Technicianm
405309,2018-05-28,FGS,819 OUTLET,FALSE,CX10004,NA,NA,NA,NA,Collected,Technicianm
405310,2018-05-28,FGS,844 OUTLET,FALSE,CX10005,NA,NA,NA,NA,Collected,Technicianm
405311,2018-05-28,FGS,1015 OUTLET,FALSE,CX10006,NA,NA,NA,NA,Collected,Technicianm
406234,2018-06-02,FGS_B,HOMATHKO HOMA3,FALSE,QF5006,NA,NA,NA,NA,Collected,Technicianm
406237,2018-06-02,FGS_B,SOUTHGATE SGTE3,FALSE,QF5007,NA,NA,NA,NA,Collected,Technicianm
406238,2018-06-02,FGS_B,TEAQUAHAN TEAQ2,FALSE,QF5008,NA,NA,NA,NA,Collected,Technicianm
406235,2018-06-02,FGS_B,HOMATHKO HOMA1,FALSE,QF5009,NA,NA,NA,NA,Collected,Technicianm
407718,2018-06-09,FGS_R,20741 OUTLET,FALSE,CF11819,NA,NA,NA,NA,Collected,Technicianm
407706,2018-06-10,FGS_R,WANNOCK WR02,FALSE,CF11820,NA,NA,NA,NA,Collected,Technicianm
407704,2018-06-10,FGS_R,20771K OUTLET,FALSE,CF11821,NA,NA,NA,NA,Collected,Technicianm
407705,2018-06-10,FGS_R,20771C OUTLET,FALSE,CF11822,NA,NA,NA,NA,Collected,Technicianm
407707,2018-06-10,FGS_R,20718 OUTLET,FALSE,CF11823,NA,NA,NA,NA,Collected,Technicianm
407706,2018-06-10,FGS_R,WANNOCK WR02,TRUE,CX10451,10.2074893991323,95.2747583693513,SVC,SVC,Results,Technicianm
407706,2018-06-10,FGS_R,WANNOCK WR02,FALSE,CX10452,15.7371995421895,86.1512901148174,SVC,SVC,Results,Technicianm
408286,2018-06-12,FGS_R,703 OUTLET,FALSE,CF11824,NA,NA,NA,NA,Collected,Technicianm
408284,2018-06-12,FGS_R,708 OUTLET,FALSE,CF11825,NA,NA,NA,NA,Collected,Technicianm
408285,2018-06-12,FGS_R,819 OUTLET,FALSE,CF11826,NA,NA,NA,NA,Collected,Technicianm
408154,2018-06-13,FGS_Y,KOEYE KR01,FALSE,CX10007,9.83873514282451,104.124051160566,NA,SVC,Results,Technicianm
408154,2018-06-13,FGS_Y,KOEYE KR01,TRUE,CX10008,9.52264942919322,100.102358283358,NA,SVC,Results,Technicianm
410781,2018-06-17,FGS,693 OUTLET,FALSE,CX10009,NA,NA,NA,NA,Collected,Technicianm
410783,2018-06-17,FGS,708 OUTLET,FALSE,CX10010,NA,NA,NA,NA,Collected,Technicianm
410785,2018-06-17,FGS,844 OUTLET,FALSE,CX10011,NA,NA,NA,NA,Collected,Technicianm
410780,2018-06-17,FGS,626 OUTLET,FALSE,CX10012,NA,NA,NA,NA,Collected,Technicianm
410782,2018-06-17,FGS,703 OUTLET,FALSE,CX10013,NA,NA,NA,NA,Collected,Technicianm
410784,2018-06-17,FGS,819 OUTLET,FALSE,CX10014,NA,NA,NA,NA,Collected,Technicianm
410786,2018-06-17,FGS,1015 OUTLET,FALSE,CX10015,NA,NA,NA,NA,Collected,Technicianm
412815,2018-06-27,FGS_B,4767 OUTLET,FALSE,QF5010,NA,NA,NA,NA,Collected,Technicianm
412816,2018-06-27,FGS_B,PARADISE PDSE1,FALSE,QF5011,NA,NA,NA,NA,Collected,Technicianm
412821,2018-06-27,FGS_B,BEAR BEAR1,FALSE,QF5012,NA,NA,NA,NA,Collected,Technicianm
412824,2018-06-27,FGS_B,SOUTHGATE SGTE2,FALSE,QF5013,NA,NA,NA,NA,Collected,Technicianm
412825,2018-06-27,FGS_B,HOMATHKO HOMA1,FALSE,QF5014,NA,NA,NA,NA,Collected,Technicianm
412797,2018-06-28,FGS_B,MELLERSH MELR1,FALSE,QF5015,NA,NA,NA,NA,Collected,Technicianm
412798,2018-06-28,FGS_B,9572 OUTLET,FALSE,QF5016,NA,NA,NA,NA,Collected,Technicianm
412801,2018-06-28,FGS_B,8405 OUTLET,FALSE,QF5017,NA,NA,NA,NA,Collected,Technicianm
415987,2018-07-03,FGS_R,20771K OUTLET,FALSE,CF11827,NA,NA,NA,NA,Collected,Technicianm
415988,2018-07-03,FGS_R,20771C OUTLET,FALSE,CF11828,NA,NA,NA,NA,Collected,Technicianm
415985,2018-07-03,FGS_R,20718 OUTLET,FALSE,CF11829,NA,NA,NA,NA,Collected,Technicianm
415761,2018-07-04,FGS_R,WANNOCK WR02,FALSE,CF11830,NA,NA,NA,NA,Collected,Technicianm
415763,2018-07-04,FGS_R,20741 OUTLET,FALSE,CF11831,NA,NA,NA,NA,Collected,Technicianm
415768,2018-07-04,FGS_R,20722 OUTLET,FALSE,CF11832,NA,NA,NA,NA,Collected,Technicianm
415761,2018-07-04,FGS_R,WANNOCK WR02,TRUE,CX10456,9.04850244890694,45.2893678476706,SVC,SVC,Results,Technicianm
415761,2018-07-04,FGS_R,WANNOCK WR02,FALSE,CX10457,4.62733602901756,45.5585950002461,SVC,SVC,Results,Technicianm
415977,2018-07-05,FGS_R,819 OUTLET,FALSE,CF11833,NA,NA,NA,NA,Collected,Technicianm
415979,2018-07-05,FGS_R,703 OUTLET,FALSE,CF11834,NA,NA,NA,NA,Collected,Technicianm
415978,2018-07-05,FGS_R,708 OUTLET,FALSE,CF11835,NA,NA,NA,NA,Collected,Technicianm
417482,2018-07-12,FGS_Y,KOEYE KR01,FALSE,CF11842,NA,NA,NA,NA,Collected,Technicianm
417482,2018-07-12,FGS_Y,KOEYE KR01,FALSE,CX10449,9.3646028904097,111.628032027191,NA,SVC,Results,Technicianm
417482,2018-07-12,FGS_Y,KOEYE KR01,FALSE,CX10450,7.94207358232209,81.8557808832872,SVC,SVC,Results,Technicianm
417999,2018-07-17,FGS,626 OUTLET,FALSE,CX10016,NA,NA,NA,NA,Collected,Technicianm
418000,2018-07-17,FGS,693 OUTLET,FALSE,CX10017,NA,NA,NA,NA,Collected,Technicianm
418001,2018-07-17,FGS,703 OUTLET,FALSE,CX10018,NA,NA,NA,NA,Collected,Technicianm
418002,2018-07-17,FGS,708 OUTLET,FALSE,CX10019,NA,NA,NA,NA,Collected,Technicianm
418003,2018-07-17,FGS,819 OUTLET,FALSE,CX10020,NA,NA,NA,NA,Collected,Technicianm
418004,2018-07-17,FGS,844 OUTLET,FALSE,CX10021,NA,NA,NA,NA,Collected,Technicianm
418005,2018-07-17,FGS,1015 OUTLET,FALSE,CX10022,NA,NA,NA,NA,Collected,Technicianm
420262,2018-07-24,FGS_B,4767 OUTLET,FALSE,QF5018,NA,NA,NA,NA,Collected,Technicianm
420263,2018-07-24,FGS_B,PARADISE PDSE1,FALSE,QF5019,NA,NA,NA,NA,Collected,Technicianm
420274,2018-07-25,FGS_B,MELLERSH MELR1,FALSE,QF5020,NA,NA,NA,NA,Collected,Technicianm
420272,2018-07-25,FGS_B,BEAR BEAR1,FALSE,QF5021,NA,NA,NA,NA,Collected,Technicianm
