event_pk,date,survey,site_id,delta_o18,delta_o18_flag,delta_h2,delta_h2_flag,row_flag,quality_level
142,2015-01-22,FGS,703 OUTLET,-11.37,NA,-81.03,NA,Results,Technicianm
144,2015-01-22,FGS,708 OUTLET,-9.49,NA,-70.88,NA,Results,Technicianm
145,2015-01-22,FGS,626 OUTLET,-10.88,NA,-79.93,NA,Results,Technicianm
145,2015-01-22,FGS,626 OUTLET,-10.69,NA,-78.61,NA,Results,Technicianm
145,2015-01-22,FGS,626 OUTLET,-10.57,NA,-78.22,NA,Results,Technicianm
140,2015-01-22,FGS,693 OUTLET,-10.84,NA,-77.01,NA,Results,Technicianm
141,2015-01-22,FGS,844 OUTLET,-11.15,NA,-79.89,NA,Results,Technicianm
143,2015-01-22,FGS,819 OUTLET,-10.97,NA,-79.19,NA,Results,Technicianm
148,2015-01-22,FGS,1015 OUTLET,-9.23,NA,-65.8,NA,Results,Technicianm
252,2015-02-24,FGS,703 OUTLET,-8.83,NA,-67.84,NA,Results,Technicianm
253,2015-02-24,FGS,708 OUTLET,-4.83,NA,-57.72,NA,Results,Technicianm
254,2015-02-24,FGS,626 OUTLET,-8.41,NA,-60.24,NA,Results,Technicianm
247,2015-02-24,FGS,693 OUTLET,-9.08,NA,-69.94,NA,Results,Technicianm
248,2015-02-24,FGS,844 OUTLET,-8.3,NA,-65.69,NA,Results,Technicianm
249,2015-02-24,FGS,819 OUTLET,-9.07,NA,-66.86,NA,Results,Technicianm
246,2015-02-24,FGS,1015 OUTLET,-8.55,NA,-64.8,NA,Results,Technicianm
249,2015-02-24,FGS,819 OUTLET,-8.62,NA,-65.67,NA,Results,Technicianm
249,2015-02-24,FGS,819 OUTLET,-6.44,NA,-60.53,NA,Results,Technicianm
365,2015-03-11,FGS,626 OUTLET,NA,NA,NA,NA,Not Available,Technicianm
366,2015-03-11,FGS,693 OUTLET,-9.85,NA,-72.96,NA,Results,Technicianm
367,2015-03-11,FGS,844 OUTLET,-9.67,NA,-69.87,NA,Results,Technicianm
368,2015-03-11,FGS,819 OUTLET,-9.38,NA,-67.98,NA,Results,Technicianm
369,2015-03-11,FGS,1015 OUTLET,-9.14,NA,-66.8,NA,Results,Technicianm
363,2015-03-11,FGS,703 OUTLET,-9.26,NA,-65.91,NA,Results,Technicianm
364,2015-03-11,FGS,708 OUTLET,-8.95,NA,-66.06,NA,Results,Technicianm
667,2015-04-01,FGS,626 OUTLET,-8.91,NA,-64.53,NA,Results,Technicianm
662,2015-04-01,FGS,693 OUTLET,-9.8,NA,-71.14,NA,Results,Technicianm
663,2015-04-01,FGS,703 OUTLET,-9.78,NA,-69.13,NA,Results,Technicianm
664,2015-04-01,FGS,708 OUTLET,-9.2,NA,-67.31,NA,Results,Technicianm
669,2015-04-01,FGS,819 OUTLET,-9.57,NA,-67.76,NA,Results,Technicianm
668,2015-04-01,FGS,844 OUTLET,-9.82,NA,-69.86,NA,Results,Technicianm
670,2015-04-01,FGS,1015 OUTLET,-9.5,NA,-68.31,NA,Results,Technicianm
1018,2015-04-23,FGS,626 OUTLET,-9.22,NA,-64.07,NA,Results,Technicianm
1027,2015-04-24,FGS,626 OUTLET,-8.64,NA,-62.04,NA,Results,Technicianm
1028,2015-04-24,FGS,693 OUTLET,-10.16,NA,-71.66,NA,Results,Technicianm
1029,2015-04-24,FGS,703 OUTLET,-9.39,NA,-64.93,NA,Results,Technicianm
1031,2015-04-24,FGS,819 OUTLET,-9.13,NA,-64.22,NA,Results,Technicianm
1032,2015-04-24,FGS,844 OUTLET,-9.41,NA,-65.65,NA,Results,Technicianm
1033,2015-04-24,FGS,1015 OUTLET,-9.44,NA,-67.89,NA,Results,Technicianm
1030,2015-04-24,FGS,708 OUTLET,-9.25,NA,-67.7,NA,Results,Technicianm
1281,2015-05-13,FGS,626 OUTLET,-7.27,NA,-54.51,NA,Results,Technicianm
1282,2015-05-13,FGS,693 OUTLET,-8.85,NA,-62.89,NA,Results,Technicianm
1280,2015-05-13,FGS,844 OUTLET,-8.49,NA,-60.74,NA,Results,Technicianm
1279,2015-05-13,FGS,1015 OUTLET,-8.42,NA,-62.35,NA,Results,Technicianm
1278,2015-05-13,FGS,708 OUTLET,-8.35,NA,-61.84,NA,Results,Technicianm
1277,2015-05-13,FGS,703 OUTLET,-8.79,NA,-62.11,NA,Results,Technicianm
1283,2015-05-13,FGS,819 OUTLET,-8.11,NA,-58.28,NA,Results,Technicianm
4077,2015-06-03,FGS,626 OUTLET,-6.1,NA,-48.6,NA,Results,Technicianm
4078,2015-06-03,FGS,693 OUTLET,-8.2,NA,-59.3,NA,Results,Technicianm
4079,2015-06-03,FGS,703 OUTLET,-8.8,NA,-62.6,NA,Results,Technicianm
4075,2015-06-03,FGS,708 OUTLET,-7.4,NA,-56.4,NA,Results,Technicianm
4071,2015-06-03,FGS,819 OUTLET,-7.6,NA,-56.1,NA,Results,Technicianm
4072,2015-06-03,FGS,844 OUTLET,-8.1,NA,-58.9,NA,Results,Technicianm
4073,2015-06-03,FGS,1015 OUTLET,-7.6,NA,-57.6,NA,Results,Technicianm
1999,2015-06-24,FGS,626 OUTLET,-5.1,NA,-45.7,NA,Results,Technicianm
2000,2015-06-24,FGS,693 OUTLET,-7.9,NA,-58.1,NA,Results,Technicianm
2001,2015-06-24,FGS,703 OUTLET,-8.1,NA,-58.5,NA,Results,Technicianm
2002,2015-06-24,FGS,708 OUTLET,-6.9,NA,-53.7,NA,Results,Technicianm
2003,2015-06-24,FGS,819 OUTLET,-7.4,NA,-54.6,NA,Results,Technicianm
2004,2015-06-24,FGS,844 OUTLET,-8.3,NA,-59.1,NA,Results,Technicianm
2005,2015-06-24,FGS,1015 OUTLET,-6.9,NA,-54.1,NA,Results,Technicianm
2320,2015-07-15,FGS,626 OUTLET,-7.4,NA,-56.1,NA,Results,Technicianm
2322,2015-07-15,FGS,693 OUTLET,-5.1,NA,-46.3,NA,Results,Technicianm
2317,2015-07-15,FGS,703 OUTLET,-8.1,NA,-57.6,NA,Results,Technicianm
2318,2015-07-15,FGS,708 OUTLET,-5.5,NA,-48.2,NA,Results,Technicianm
2319,2015-07-15,FGS,819 OUTLET,-7.1,NA,-54.2,NA,Results,Technicianm
2316,2015-07-15,FGS,844 OUTLET,-6.1,NA,-54.4,NA,Results,Technicianm
2321,2015-07-15,FGS,1015 OUTLET,-6.2,NA,-51,NA,Results,Technicianm
2535,2015-08-05,FGS,626 OUTLET,-6.1,NA,-49.2,NA,Results,Technicianm
2536,2015-08-05,FGS,693 OUTLET,-7.5,NA,-56.9,NA,Results,Technicianm
2537,2015-08-05,FGS,703 OUTLET,-8.4,NA,-60,NA,Results,Technicianm
2538,2015-08-05,FGS,708 OUTLET,-7.6,NA,-58.7,NA,Results,Technicianm
2539,2015-08-05,FGS,819 OUTLET,-8.2,NA,-59.3,NA,Results,Technicianm
2540,2015-08-05,FGS,844 OUTLET,-8.6,NA,-61.1,NA,Results,Technicianm
2541,2015-08-05,FGS,1015 OUTLET,-7,NA,-56.8,NA,Results,Technicianm
2926,2015-08-26,FGS,626 OUTLET,-5.99,NA,-48.45,NA,Results,Technicianm
2927,2015-08-26,FGS,693 OUTLET,-7.11,NA,-53.5,NA,Results,Technicianm
2928,2015-08-26,FGS,703 OUTLET,-8.58,NA,-61.68,NA,Results,Technicianm
2929,2015-08-26,FGS,708 OUTLET,-6.34,NA,-51.49,NA,Results,Technicianm
2930,2015-08-26,FGS,819 OUTLET,-7.68,NA,-55.41,NA,Results,Technicianm
2931,2015-08-26,FGS,844 OUTLET,-8.17,NA,-59.18,NA,Results,Technicianm
2932,2015-08-26,FGS,1015 OUTLET,-6.7,NA,-52.86,NA,Results,Technicianm
3352,2015-09-16,FGS,626 OUTLET,-7.89,NA,-60.59,NA,Results,Technicianm
3353,2015-09-16,FGS,693 OUTLET,-8.92,NA,-65.03,NA,Results,Technicianm
3354,2015-09-16,FGS,703 OUTLET,-8.89,NA,-63.36,NA,Results,Technicianm
3355,2015-09-16,FGS,708 OUTLET,-7.36,NA,-58.11,NA,Results,Technicianm
3356,2015-09-16,FGS,819 OUTLET,-8.62,NA,-62.41,NA,Results,Technicianm
3357,2015-09-16,FGS,844 OUTLET,-8.91,NA,-63.93,NA,Results,Technicianm
3358,2015-09-16,FGS,1015 OUTLET,-7.57,NA,-59.79,NA,Results,Technicianm
7058,2015-10-08,FGS,626 OUTLET,-8.28,NA,-58.92,NA,Results,Technicianm
7060,2015-10-08,FGS,693 OUTLET,-8.91,NA,-61.84,NA,Results,Technicianm
7059,2015-10-08,FGS,703 OUTLET,-8.94,NA,-62.9,NA,Results,Technicianm
7055,2015-10-08,FGS,708 OUTLET,-7.93,NA,-58.33,NA,Results,Technicianm
7057,2015-10-08,FGS,819 OUTLET,-9.26,NA,-65.15,NA,Results,Technicianm
7056,2015-10-08,FGS,844 OUTLET,-9.38,NA,-64.36,NA,Results,Technicianm
7061,2015-10-08,FGS,1015 OUTLET,-8.14,NA,-59.99,NA,Results,Technicianm
16791,2015-10-28,FGS,626 OUTLET,-7.8,NA,-52.98,NA,Results,Technicianm
16792,2015-10-28,FGS,693 OUTLET,-8.62,NA,-58.48,NA,Results,Technicianm
16793,2015-10-28,FGS,703 OUTLET,-8.62,NA,-59.81,NA,Results,Technicianm
16794,2015-10-28,FGS,708 OUTLET,-7.81,NA,-56.66,NA,Results,Technicianm
16795,2015-10-28,FGS,819 OUTLET,-8.73,NA,-59.23,NA,Results,Technicianm
16796,2015-10-28,FGS,844 OUTLET,-8.7,NA,-59.53,NA,Results,Technicianm
16797,2015-10-28,FGS,1015 OUTLET,-8.26,NA,-58.11,NA,Results,Technicianm
16893,2015-12-01,FGS,626 OUTLET,-9.82,NA,-68.18,NA,Results,Technicianm
16894,2015-12-01,FGS,693 OUTLET,-8.51,NA,-62.07,NA,Results,Technicianm
16895,2015-12-01,FGS,703 OUTLET,-9.32,NA,-65.42,NA,Results,Technicianm
16896,2015-12-01,FGS,708 OUTLET,-6.35,NA,-54.18,NA,Results,Technicianm
16897,2015-12-01,FGS,819 OUTLET,-8.79,NA,-61.02,NA,Results,Technicianm
16898,2015-12-01,FGS,844 OUTLET,-9.14,NA,-63.04,NA,Results,Technicianm
16899,2015-12-01,FGS,1015 OUTLET,-7.4,NA,-56.35,NA,Results,Technicianm
30425,2016-01-15,FGS,626 OUTLET,-10.82,NA,-80.83,NA,Results,Technicianm
30426,2016-01-15,FGS,693 OUTLET,-4.63,NA,-68.01,NA,Results,Technicianm
30427,2016-01-15,FGS,703 OUTLET,-11.32,NA,-80.91,NA,Results,Technicianm
30428,2016-01-15,FGS,708 OUTLET,-10.94,NA,-78.37,NA,Results,Technicianm
30429,2016-01-15,FGS,819 OUTLET,-10.99,NA,-79.12,NA,Results,Technicianm
30430,2016-01-15,FGS,844 OUTLET,-7.76,NA,-71.71,NA,Results,Technicianm
30431,2016-01-15,FGS,1015 OUTLET,-9.66,NA,-69.64,NA,Results,Technicianm
50360,2016-02-26,FGS,1015 OUTLET,-10.07,NA,-73.55,NA,Results,Technicianm
50361,2016-02-26,FGS,819 OUTLET,-10.18,NA,-74.16,NA,Results,Technicianm
50362,2016-02-26,FGS,844 OUTLET,-10.48,NA,-75.66,NA,Results,Technicianm
50363,2016-02-26,FGS,708 OUTLET,-10.28,NA,-76.8,NA,Results,Technicianm
50364,2016-02-26,FGS,703 OUTLET,-10.45,NA,-74.05,NA,Results,Technicianm
50365,2016-02-26,FGS,693 OUTLET,-11.53,NA,-83.91,NA,Results,Technicianm
50366,2016-02-26,FGS,626 OUTLET,-9.58,NA,-69.97,NA,Results,Technicianm
65047,2016-03-18,FGS,626 OUTLET,-11.19,NA,-82.87,NA,Results,Technicianm
65048,2016-03-18,FGS,693 OUTLET,-9.93,NA,-81.1,NA,Results,Technicianm
65049,2016-03-18,FGS,703 OUTLET,0.15,SVD,-56.65,NA,Results,Technicianm
65050,2016-03-18,FGS,708 OUTLET,-9.99,NA,-79.17,NA,Results,Technicianm
65051,2016-03-18,FGS,819 OUTLET,-10.79,NA,-81.1,NA,Results,Technicianm
65052,2016-03-18,FGS,844 OUTLET,-10.85,NA,-80.61,NA,Results,Technicianm
65053,2016-03-18,FGS,1015 OUTLET,-10.21,NA,-76.03,NA,Results,Technicianm
68556,2016-04-07,FGS,626 OUTLET,-9.38,NA,-67.45,NA,Results,Technicianm
68557,2016-04-07,FGS,693 OUTLET,-11.12,NA,-79.7,NA,Results,Technicianm
68558,2016-04-07,FGS,703 OUTLET,-10.35,NA,-74.37,NA,Results,Technicianm
68559,2016-04-07,FGS,708 OUTLET,-10.54,NA,-79.12,NA,Results,Technicianm
68560,2016-04-07,FGS,819 OUTLET,-9.95,NA,-71.4,NA,Results,Technicianm
68561,2016-04-07,FGS,844 OUTLET,-10.1,NA,-71.66,NA,Results,Technicianm
68562,2016-04-07,FGS,1015 OUTLET,-10.53,NA,-76.4,NA,Results,Technicianm
83377,2016-04-27,FGS,626 OUTLET,-8.46,NA,-61.67,NA,Results,Technicianm
83378,2016-04-27,FGS,693 OUTLET,-10.06,NA,-70.84,NA,Results,Technicianm
83379,2016-04-27,FGS,703 OUTLET,-10.06,NA,-72.36,NA,Results,Technicianm
83380,2016-04-27,FGS,708 OUTLET,-9.89,NA,-72.68,NA,Results,Technicianm
83381,2016-04-27,FGS,819 OUTLET,-9.82,NA,-69.5,NA,Results,Technicianm
83382,2016-04-27,FGS,844 OUTLET,-9.84,NA,-69.82,NA,Results,Technicianm
83383,2016-04-27,FGS,1015 OUTLET,-10.19,NA,-73,NA,Results,Technicianm
120615,2016-05-18,FGS,626 OUTLET,-7.1,NA,-55,NA,Results,Technicianm
120616,2016-05-18,FGS,693 OUTLET,-8.9,NA,-64.7,NA,Results,Technicianm
120617,2016-05-18,FGS,703 OUTLET,-9.5,NA,-66.9,NA,Results,Technicianm
120618,2016-05-18,FGS,708 OUTLET,-8.6,NA,-65.8,NA,Results,Technicianm
120619,2016-05-18,FGS,819 OUTLET,-8.9,NA,-63.7,NA,Results,Technicianm
120620,2016-05-18,FGS,844 OUTLET,-9.1,NA,-65.7,NA,Results,Technicianm
120621,2016-05-18,FGS,1015 OUTLET,-9.1,NA,-66.8,NA,Results,Technicianm
133769,2016-06-08,FGS,626 OUTLET,-7.8,NA,-61.2,NA,Results,Technicianm
133770,2016-06-08,FGS,693 OUTLET,-8.9,NA,-66.7,NA,Results,Technicianm
133771,2016-06-08,FGS,703 OUTLET,-9.7,NA,-69.5,NA,Results,Technicianm
133772,2016-06-08,FGS,708 OUTLET,-9.1,NA,-68.7,NA,Results,Technicianm
133773,2016-06-08,FGS,819 OUTLET,-9.4,NA,-67,NA,Results,Technicianm
133774,2016-06-08,FGS,844 OUTLET,-9.5,NA,-68.4,NA,Results,Technicianm
133775,2016-06-08,FGS,1015 OUTLET,-9.2,NA,-68.3,NA,Results,Technicianm
137681,2016-06-29,FGS,626 OUTLET,-7.6,NA,-58.5,NA,Results,Technicianm
137682,2016-06-29,FGS,693 OUTLET,-9.2,NA,-67.9,NA,Results,Technicianm
137683,2016-06-29,FGS,703 OUTLET,-9.8,NA,-71.1,NA,Results,Technicianm
137684,2016-06-29,FGS,708 OUTLET,-8.9,NA,-68,NA,Results,Technicianm
137685,2016-06-29,FGS,819 OUTLET,-9.5,NA,-68.8,NA,Results,Technicianm
137686,2016-06-29,FGS,844 OUTLET,-9.9,NA,-71,NA,Results,Technicianm
137687,2016-06-29,FGS,1015 OUTLET,-9.2,NA,-68.3,NA,Results,Technicianm
146403,2016-07-20,FGS,626 OUTLET,-8.1,NA,-60.4,NA,Results,Technicianm
146404,2016-07-20,FGS,693 OUTLET,-9.6,NA,-69.8,NA,Results,Technicianm
146405,2016-07-20,FGS,703 OUTLET,-10.1,NA,-71.4,NA,Results,Technicianm
146406,2016-07-20,FGS,708 OUTLET,-8.5,NA,-64.9,NA,Results,Technicianm
146407,2016-07-20,FGS,819 OUTLET,-9.7,NA,-69.1,NA,Results,Technicianm
146408,2016-07-20,FGS,844 OUTLET,-9.9,NA,-72.4,NA,Results,Technicianm
146409,2016-07-20,FGS,1015 OUTLET,-9.1,NA,-67.9,NA,Results,Technicianm
155400,2016-08-10,FGS,626 OUTLET,-6.8,NA,-55.1,NA,Results,Technicianm
155401,2016-08-10,FGS,693 OUTLET,-8.8,SVC,-66.8,NA,Results,Technicianm
155402,2016-08-10,FGS,703 OUTLET,-9.6,NA,-68.4,NA,Results,Technicianm
155403,2016-08-10,FGS,708 OUTLET,-7.7,NA,-60.8,NA,Results,Technicianm
155404,2016-08-10,FGS,819 OUTLET,-8.9,NA,-64.9,NA,Results,Technicianm
155405,2016-08-10,FGS,844 OUTLET,-9.3,NA,-67.7,NA,Results,Technicianm
155406,2016-08-10,FGS,1015 OUTLET,-8.3,NA,-62.9,NA,Results,Technicianm
167161,2016-09-02,FGS,626 OUTLET,-9.2,NA,-68.4,NA,Results,Technicianm
167162,2016-09-02,FGS,693 OUTLET,-9.6,NA,-71.9,NA,Results,Technicianm
167163,2016-09-02,FGS,703 OUTLET,-10.3,NA,-74.4,NA,Results,Technicianm
167164,2016-09-02,FGS,708 OUTLET,-8.5,NA,-65.3,NA,Results,Technicianm
167165,2016-09-02,FGS,819 OUTLET,-10.4,NA,-73.9,NA,Results,Technicianm
167166,2016-09-02,FGS,844 OUTLET,-10.5,NA,-74.7,NA,Results,Technicianm
167167,2016-09-02,FGS,1015 OUTLET,-8.9,NA,-65.7,NA,Results,Technicianm
354311,2016-09-09,FGS_R,WANNOCK WR01,-15.8,NA,-115,NA,Results,Technicianm
167589,2016-09-21,FGS,626 OUTLET,-9.2,NA,-68.6,NA,Results,Technicianm
167590,2016-09-21,FGS,693 OUTLET,-10,NA,-73.8,NA,Results,Technicianm
167591,2016-09-21,FGS,703 OUTLET,-10.1,NA,-73.5,NA,Results,Technicianm
167592,2016-09-21,FGS,708 OUTLET,-8.7,NA,-67.2,NA,Results,Technicianm
167593,2016-09-21,FGS,819 OUTLET,-10.3,NA,-75.3,NA,Results,Technicianm
167594,2016-09-21,FGS,844 OUTLET,-10.6,NA,-76.9,NA,Results,Technicianm
167595,2016-09-21,FGS,1015 OUTLET,-9.3,NA,-69.2,NA,Results,Technicianm
354312,2016-09-29,FGS_R,WANNOCK WR01,-15.6,NA,-114.8,NA,Results,Technicianm
180131,2016-10-20,FGS,626 OUTLET,-9.9,NA,-74.4,NA,Results,Technicianm
180132,2016-10-20,FGS,693 OUTLET,-10.3,NA,-75.5,NA,Results,Technicianm
180133,2016-10-20,FGS,703 OUTLET,-10.8,NA,-77,NA,Results,Technicianm
180134,2016-10-20,FGS,708 OUTLET,-9.8,NA,-73.5,NA,Results,Technicianm
180135,2016-10-20,FGS,819 OUTLET,-10.6,NA,-76.5,NA,Results,Technicianm
180136,2016-10-20,FGS,844 OUTLET,-10.5,NA,-77.9,NA,Results,Technicianm
241363,2016-10-23,FGS,1015 OUTLET,-9.6,NA,-71.6,NA,Results,Technicianm
185055,2016-11-22,FGS,693 OUTLET,-11.22,NA,-80.1,NA,Results,Technicianm
185054,2016-11-22,FGS,703 OUTLET,-12.09,NA,-85.8,NA,Results,Technicianm
185058,2016-11-22,FGS,819 OUTLET,-11.84,NA,-85.6,NA,Results,Technicianm
185059,2016-11-22,FGS,844 OUTLET,-11.85,NA,-85.4,NA,Results,Technicianm
185060,2016-11-23,FGS,626 OUTLET,-11.6,NA,-85.7,NA,Results,Technicianm
185061,2016-11-23,FGS,708 OUTLET,-10.43,NA,-77.1,NA,Results,Technicianm
185062,2016-11-23,FGS,1015 OUTLET,-10.29,NA,-74.9,NA,Results,Technicianm
239070,2017-01-20,FGS,626 OUTLET,-11.1,NA,-81.3,NA,Results,Technicianm
239071,2017-01-20,FGS,693 OUTLET,-11.73,NA,-83.7,NA,Results,Technicianm
239072,2017-01-20,FGS,703 OUTLET,-12.47,NA,-89.6,NA,Results,Technicianm
239073,2017-01-20,FGS,708 OUTLET,-10.49,NA,-75,NA,Results,Technicianm
239074,2017-01-20,FGS,819 OUTLET,-11.75,NA,-85.6,NA,Results,Technicianm
239075,2017-01-20,FGS,844 OUTLET,-11.95,NA,-87.1,NA,Results,Technicianm
239076,2017-01-20,FGS,1015 OUTLET,-10.53,NA,-75.1,NA,Results,Technicianm
251321,2017-02-24,FGS,626 OUTLET,-10.95,NA,-81,NA,Results,Technicianm
251322,2017-02-24,FGS,693 OUTLET,-11.89,NA,-86.2,NA,Results,Technicianm
251323,2017-02-24,FGS,703 OUTLET,-11.58,NA,-83.9,NA,Results,Technicianm
251324,2017-02-24,FGS,708 OUTLET,-10.68,NA,-77.6,NA,Results,Technicianm
251325,2017-02-24,FGS,819 OUTLET,-11.37,NA,-82.3,NA,Results,Technicianm
251326,2017-02-24,FGS,844 OUTLET,-11.4,NA,-82.8,NA,Results,Technicianm
251327,2017-02-24,FGS,1015 OUTLET,-10.56,NA,-76.1,NA,Results,Technicianm
254331,2017-03-15,FGS,626 OUTLET,-11.4,NA,-80.7,NA,Results,Technicianm
254333,2017-03-15,FGS,703 OUTLET,-12.05,NA,-84.2,NA,Results,Technicianm
254334,2017-03-15,FGS,708 OUTLET,-10.98,NA,-79.2,NA,Results,Technicianm
254335,2017-03-15,FGS,819 OUTLET,-11.8,NA,-81.1,NA,Results,Technicianm
254336,2017-03-15,FGS,844 OUTLET,-12.01,NA,-82.1,NA,Results,Technicianm
254337,2017-03-15,FGS,1015 OUTLET,-11.07,NA,-77.7,NA,Results,Technicianm
254331,2017-03-15,FGS,626 OUTLET,-11.53,NA,-80,NA,Results,Technicianm
254331,2017-03-15,FGS,626 OUTLET,-11.48,NA,-80,NA,Results,Technicianm
354313,2017-03-18,FGS_R,WANNOCK WR01,-15.06,NA,-110.8,NA,Results,Technicianm
354313,2017-03-18,FGS_R,WANNOCK WR01,-14.7,NA,-109.4,NA,Results,Technicianm
353520,2017-03-19,FGS,693 OUTLET,-11.99,NA,-84.1,NA,Results,Technicianm
255252,2017-04-01,FGS_Y,KOEYE KR02,-12.04,NA,-85.2,NA,Results,Technicianr
255253,2017-04-01,FGS_Y,KOEYE KR01,-12.01,NA,-84.3,NA,Results,Technicianr
255288,2017-04-12,FGS,626 OUTLET,-10.63,NA,-77.6,NA,Results,Technicianm
255289,2017-04-12,FGS,693 OUTLET,-11.61,NA,-82.2,NA,Results,Technicianm
255290,2017-04-12,FGS,703 OUTLET,-11.9,NA,-83.8,NA,Results,Technicianm
255291,2017-04-12,FGS,708 OUTLET,-10.75,NA,-76.7,NA,Results,Technicianm
255292,2017-04-12,FGS,819 OUTLET,-11.39,NA,-81.4,NA,Results,Technicianm
255293,2017-04-12,FGS,844 OUTLET,-11.46,NA,-82.3,NA,Results,Technicianm
255294,2017-04-12,FGS,1015 OUTLET,-10.92,NA,-77,NA,Results,Technicianm
255294,2017-04-12,FGS,1015 OUTLET,-10.82,NA,-76.6,NA,Results,Technicianm
255294,2017-04-12,FGS,1015 OUTLET,-10.92,NA,-77.5,NA,Results,Technicianm
260832,2017-04-24,FGS_Y,KOEYE KR01,-11.79,NA,-84.4,NA,Results,Technicianr
294510,2017-05-01,FGS_B,TEAQUAHAN TEAQ2,-16.69,NA,-120,NA,Results,Technicianm
294509,2017-05-01,FGS_B,TEAQUAHAN TEAQ1,-16.48,NA,-121.6,NA,Results,Technicianm
354316,2017-05-01,FGS_R,WANNOCK WR01,-14.76,NA,-109.6,NA,Results,Technicianm
487344,2017-05-01,FGS_R,WANNOCK WR01,-14.89,NA,-110.6,NA,Results,Technicianm
294513,2017-05-02,FGS_B,HOMATHKO_TRIB T5KM1,-17.11,NA,-125.6,NA,Results,Technicianm
294515,2017-05-02,FGS_B,HOMATHKO HOMA1,-17.38,SVC,-129.5,SVC,Results,Principal Investigator
294514,2017-05-02,FGS_B,CUMSACK CMSK1,-15.71,NA,-115,NA,Results,Technicianm
294512,2017-05-02,FGS_B,SOUTHGATE SGTE1,-17.66,AV,-130.6,AV,Results,Principal Investigator
294536,2017-05-03,FGS_B,HOMATHKO HOMA1,-17.55,AV,-130.8,AV,Results,Principal Investigator
294535,2017-05-03,FGS_B,CAMPCREEK WATERINTAKE,-17.4,NA,-128.5,NA,Results,Technicianm
294538,2017-05-04,FGS_B,HYACINTHE HYAC1,-12.39,NA,-88.4,NA,Results,Technicianm
280616,2017-05-07,FGS,626 OUTLET,-9.55,NA,-71.8,NA,Results,Technicianm
280617,2017-05-07,FGS,693 OUTLET,-11.12,NA,-82.1,NA,Results,Technicianm
280618,2017-05-07,FGS,703 OUTLET,-11.1,NA,-79.3,NA,Results,Technicianm
280619,2017-05-07,FGS,708 OUTLET,-10.2,NA,-75.1,NA,Results,Technicianm
280620,2017-05-07,FGS,819 OUTLET,-10.65,NA,-76.2,NA,Results,Technicianm
280621,2017-05-07,FGS,844 OUTLET,-10.88,NA,-78,NA,Results,Technicianm
280622,2017-05-07,FGS,1015 OUTLET,-10.7,NA,-77.2,NA,Results,Technicianm
280620,2017-05-07,FGS,819 OUTLET,-10.62,NA,-77.5,NA,Results,Technicianm
280620,2017-05-07,FGS,819 OUTLET,-10.65,NA,-76.9,NA,Results,Technicianm
293033,2017-05-11,FGS_Y,KOEYE KR_TRIB,-11.32,NA,-82.1,NA,Results,Technicianr
293032,2017-05-11,FGS_Y,KOEYE KR01,-12.15,NA,-86.1,NA,Results,Technicianr
293724,2017-05-20,FGS_Y,KOEYE KR01,-12.42,NA,-87.5,NA,Results,Technicianr
354318,2017-05-22,FGS_R,WANNOCK WR01,-15.11,NA,-110,NA,Results,Technicianm
301473,2017-05-24,FGS,626 OUTLET,-8.59,NA,-65.9,NA,Results,Technicianm
301474,2017-05-24,FGS,693 OUTLET,-10.74,NA,-79.9,NA,Results,Technicianm
301475,2017-05-24,FGS,703 OUTLET,-10.25,NA,-73.2,NA,Results,Technicianm
301475,2017-05-24,FGS,703 OUTLET,-10.3,NA,-73.4,NA,Results,Technicianm
301475,2017-05-24,FGS,703 OUTLET,-9.95,NA,-73.6,NA,Results,Technicianm
301476,2017-05-24,FGS,708 OUTLET,-9.6,NA,-72.1,NA,Results,Technicianm
301477,2017-05-24,FGS,819 OUTLET,-9.8,NA,-71.4,NA,Results,Technicianm
301478,2017-05-24,FGS,844 OUTLET,-10,NA,-72.8,NA,Results,Technicianm
301479,2017-05-24,FGS,1015 OUTLET,-10.11,NA,-73,NA,Results,Technicianm
294434,2017-06-01,FGS_Y,KOEYE KR01,-12.38,NA,-85.7,NA,Results,Technicianr
310997,2017-06-08,FGS_B,HOMATHKO HOMA1,-18.6,AV,-138.2,AV,Results,Principal Investigator
300521,2017-06-11,FGS_R,WANNOCK WR01,-15.74,NA,-114.8,NA,Results,Technicianm
301497,2017-06-14,FGS,844 OUTLET,-10.14,NA,-73.9,NA,Results,Technicianm
301497,2017-06-14,FGS,844 OUTLET,-10.22,NA,-74,NA,Results,Technicianm
301497,2017-06-14,FGS,844 OUTLET,-8.63,NA,-71.4,NA,Results,Technicianm
301498,2017-06-14,FGS,1015 OUTLET,-9.77,NA,-71.5,NA,Results,Technicianm
301492,2017-06-14,FGS,626 OUTLET,-8.06,NA,-63.6,NA,Results,Technicianm
301493,2017-06-14,FGS,693 OUTLET,-10.36,NA,-77.9,NA,Results,Technicianm
301494,2017-06-14,FGS,703 OUTLET,-10.45,NA,-76.3,NA,Results,Technicianm
301495,2017-06-14,FGS,708 OUTLET,-8.23,NA,-68.9,NA,Results,Technicianm
301496,2017-06-14,FGS,819 OUTLET,-9.98,NA,-72.4,NA,Results,Technicianm
306203,2017-06-26,FGS_Y,KOEYE KR01,-11.89,NA,-85.2,NA,Results,Technicianr
354320,2017-07-03,FGS_R,WANNOCK WR01,-15.69,NA,-116.3,NA,Results,Technicianm
