event_pk,date,survey,site_id,nh4_,tp,tdp,tn,tdn,no2_no3_um,po4,sio2,nh4__flag,tp_flag,tdp_flag,tn_flag,tdn_flag,no2_no3_flag,po4_flag,sio2_flag,analyzing_lab,row_flag,quality_level
1017,4/23/2015,FGS,819 OUTLET,NA,NA,NA,NA,NA,1.207,0.146,1.593,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1017,4/23/2015,FGS,819 OUTLET,22,8,8,158,147,NA,NA,NA,AV,AV,AV,AV,AV,AV,"NA","NA",UA,Results,Principal Investigator
1014,4/23/2015,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.113,0.065,1.125,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1014,4/23/2015,FGS,844 OUTLET,5,7,7,145,134,NA,NA,NA,AV,AV,AV,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
1018,4/23/2015,FGS,626 OUTLET,6,9,8,193,174,NA,NA,NA,AV,AV,AV,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
1018,4/23/2015,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.204,0.042,0.91,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1016,4/23/2015,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.196,0.028,0.692,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1016,4/23/2015,FGS,693 OUTLET,3,9,6,163,89,NA,NA,NA,AV,AV,AV,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
1015,4/23/2015,FGS,1015 OUTLET,7,10,11,191,187,NA,NA,NA,AV,AV,AV,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
1015,4/23/2015,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.57,0.194,1.222,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1019,4/23/2015,FGS,703 OUTLET,5,7,8,109,106,NA,NA,NA,AV,AV,AV,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
1019,4/23/2015,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.151,0.04,0.804,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1019,4/23/2015,FGS,703 OUTLET,4,7,7,111,102,NA,NA,NA,AV,AV,AV,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
1019,4/23/2015,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.124,0.036,0.831,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1281,5/13/2015,FGS,626 OUTLET,9,14,10,201,189,NA,NA,NA,AV,AV,AV,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
1281,5/13/2015,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.315856506,0.123,1.35919195,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1282,5/13/2015,FGS,693 OUTLET,5,6,4,105,97,NA,NA,NA,AV,AV,AV,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
1282,5/13/2015,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.420590984,0.024,0.41060462,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1280,5/13/2015,FGS,844 OUTLET,4,8,17,142,138,NA,NA,NA,AV,AV,SVD,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
1280,5/13/2015,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.351420503,0.03,1.05927425,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1279,5/13/2015,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.464942954,0.051,0.886723775,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1279,5/13/2015,FGS,1015 OUTLET,6,9,8,200,180,NA,NA,NA,AV,AV,AV,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
1278,5/13/2015,FGS,708 OUTLET,7,9,5,168,153,NA,NA,NA,AV,AV,AV,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
1278,5/13/2015,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.36587427,0.028,0.577281303,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1277,5/13/2015,FGS,703 OUTLET,4,6,5,97,98,NA,NA,NA,AV,AV,AV,AV,AV,AV,"NA","NA",UA,Results,Principal Investigator
1277,5/13/2015,FGS,703 OUTLET,NA,NA,NA,NA,NA,1.505556519,0.027,1.559352838,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1283,5/13/2015,FGS,819 OUTLET,13,11,5,157,151,NA,NA,NA,AV,AV,AV,AV,AV,SVC,"NA","NA",UA,Results,Principal Investigator
1283,5/13/2015,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.549860423,0.05,1.224717055,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1282,5/13/2015,FGS,693 OUTLET,7,7,4,116,99,NA,NA,NA,AV,AV,AV,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
1282,5/13/2015,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.231591311,0.02,0.51965339,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1282,5/13/2015,FGS,693 OUTLET,4,7,7,123,98,NA,NA,NA,AV,AV,AV,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
1282,5/13/2015,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.248604571,0.023,0.536529263,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
4077,6/3/2015,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.350169651,0.075065735,5.120215588,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
4077,6/3/2015,FGS,626 OUTLET,5,20,15,205,216,NA,NA,NA,AV,AV,AV,AV,AV,BDL,"NA","NA",UA,Results,Principal Investigator
4078,6/3/2015,FGS,693 OUTLET,NA,NA,NA,NA,NA,1.85887898,0.055046827,0.407284345,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
4078,6/3/2015,FGS,693 OUTLET,10,14,10,150,111,NA,NA,NA,AV,AV,AV,AV,AV,AV,"NA","NA",UA,Results,Principal Investigator
4079,6/3/2015,FGS,703 OUTLET,NA,NA,NA,NA,NA,3.979981088,0.046036859,3.760270605,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
4079,6/3/2015,FGS,703 OUTLET,6,13,12,130,139,NA,NA,NA,AV,AV,AV,AV,AV,AV,"NA","NA",UA,Results,Principal Investigator
4075,6/3/2015,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.715993049,0.043033378,0.410512898,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
4075,6/3/2015,FGS,708 OUTLET,18,16,12,201,197,NA,NA,NA,AV,AV,AV,AV,AV,SVC,"NA","NA",UA,Results,Principal Investigator
4071,6/3/2015,FGS,819 OUTLET,NA,NA,NA,NA,NA,2.775897634,0.071053333,1.332956456,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
4071,6/3/2015,FGS,819 OUTLET,32,14,13,208,165,NA,NA,NA,SVC,AV,AV,AV,AV,AV,"NA","NA",UA,Results,Principal Investigator
4072,6/3/2015,FGS,844 OUTLET,NA,NA,NA,NA,NA,3.69923525,0.087063171,1.486991798,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
4072,6/3/2015,FGS,844 OUTLET,15,16,12,167,163,NA,NA,NA,AV,AV,AV,AV,AV,AV,"NA","NA",UA,Results,Principal Investigator
4073,6/3/2015,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.166256366,0.093065198,0.812608025,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
4073,6/3/2015,FGS,1015 OUTLET,NA,13,14,195,181,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
4071,6/3/2015,FGS,819 OUTLET,NA,NA,NA,NA,NA,2.40060759,0.072048672,1.352643485,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
4071,6/3/2015,FGS,819 OUTLET,13,12,13,199,167,NA,NA,NA,AV,AV,AV,AV,AV,AV,"NA","NA",UA,Results,Principal Investigator
4071,6/3/2015,FGS,819 OUTLET,NA,NA,NA,NA,NA,2.427286246,0.067043613,1.305279583,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
4071,6/3/2015,FGS,819 OUTLET,7,16,12,204,166,NA,NA,NA,AV,AV,AV,AV,AV,AV,"NA","NA",UA,Results,Principal Investigator
2000,6/24/2015,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.931895225,0.032796656,0.292002331,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2000,6/24/2015,FGS,693 OUTLET,3,10,7,110,95,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2001,6/24/2015,FGS,703 OUTLET,15,9,6,132,117,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2001,6/24/2015,FGS,703 OUTLET,NA,NA,NA,NA,NA,2.117026662,0.061613578,10.27708555,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2002,6/24/2015,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.391445353,0.079546652,0.852137043,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2002,6/24/2015,FGS,708 OUTLET,10,16,10,212,222,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2003,6/24/2015,FGS,819 OUTLET,5,8,9,160,152,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2003,6/24/2015,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.090960021,0.053690169,1.094327712,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2004,6/24/2015,FGS,844 OUTLET,6,11,10,159,257,NA,NA,NA,AV,AV,AV,AV,SVD,"NA","NA","NA",UA,Results,Principal Investigator
2004,6/24/2015,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.238514081,0.073570182,1.421751702,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2005,6/24/2015,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.474190779,0.059621802,1.115475077,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2005,6/24/2015,FGS,1015 OUTLET,10,9,9,202,192,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
1999,6/24/2015,FGS,626 OUTLET,6,19,14,297,159,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
1999,6/24/2015,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.120167226,0.100406212,3.203719061,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1999,6/24/2015,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.160043719,0.118283556,5.623584545,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1999,6/24/2015,FGS,626 OUTLET,11,18,12,284,284,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
1999,6/24/2015,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.275043275,0.173934033,3.323646633,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
1999,6/24/2015,FGS,626 OUTLET,7,23,16,282,258,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2320,7/15/2015,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.273493375,0.196920004,72.11992877,"NA","NA","NA","NA","NA",AV,AV,SVC,UBC,Results,Principal Investigator
2320,7/15/2015,FGS,626 OUTLET,NA,27,12,289,223,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2322,7/15/2015,FGS,693 OUTLET,NA,NA,NA,NA,NA,1.073010625,0.034811569,0.239799693,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2322,7/15/2015,FGS,693 OUTLET,NA,7,5,98,94,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2317,7/15/2015,FGS,703 OUTLET,NA,NA,NA,NA,NA,3.887190036,0.039787483,7.606850294,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2317,7/15/2015,FGS,703 OUTLET,NA,7,5,177,179,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2318,7/15/2015,FGS,708 OUTLET,NA,NA,NA,NA,NA,1.556340305,0.065654021,0.819103016,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2318,7/15/2015,FGS,708 OUTLET,4,20,11,362,230,NA,NA,NA,AV,AV,AV,SVC,AV,"NA","NA","NA",UA,Results,Principal Investigator
2319,7/15/2015,FGS,819 OUTLET,NA,NA,NA,NA,NA,2.465426037,0.284541274,2.002132394,"NA","NA","NA","NA","NA",AV,SVC,AV,UBC,Results,Principal Investigator
2319,7/15/2015,FGS,819 OUTLET,5,19,16,215,225,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2316,7/15/2015,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.548781665,0.088571288,1.757087222,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2316,7/15/2015,FGS,844 OUTLET,6,123,10,213,227,NA,NA,NA,AV,SVD,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2321,7/15/2015,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.635124575,0.094535652,1.680793736,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2321,7/15/2015,FGS,1015 OUTLET,NA,19,12,343,232,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2317,7/15/2015,FGS,703 OUTLET,NA,NA,NA,NA,NA,4.166822488,0.057712393,4.076323021,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2317,7/15/2015,FGS,703 OUTLET,4,9,6,176,184,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2317,7/15/2015,FGS,703 OUTLET,3,8,6,159,159,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2317,7/15/2015,FGS,703 OUTLET,NA,NA,NA,NA,NA,4.109392864,0.062683135,8.644466213,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2535,8/5/2015,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.466495658,0.117,10.58634575,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2535,8/5/2015,FGS,626 OUTLET,8,20,12,320,305,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2536,8/5/2015,FGS,693 OUTLET,NA,NA,NA,NA,NA,5.489099477,0.096,0.33370439,"NA","NA","NA","NA","NA",SVC,AV,AV,UBC,Results,Principal Investigator
2536,8/5/2015,FGS,693 OUTLET,12,7,9,173,185,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2537,8/5/2015,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.714056304,0.048,1.56403007,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2537,8/5/2015,FGS,703 OUTLET,4,30,7,222,192,NA,NA,NA,AV,,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2538,8/5/2015,FGS,708 OUTLET,16,9,300,280,266,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2538,8/5/2015,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.903990122,0.048,1.247637256,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2539,8/5/2015,FGS,819 OUTLET,NA,NA,NA,NA,NA,2.055346896,0.115,1.419431714,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2539,8/5/2015,FGS,819 OUTLET,13,12,12,358,378,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2540,8/5/2015,FGS,844 OUTLET,24,18,15,329,307,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2540,8/5/2015,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.990637471,0.428,1.547863155,"NA","NA","NA","NA","NA",AV,SVC,AV,UBC,Results,Principal Investigator
2541,8/5/2015,FGS,1015 OUTLET,9,28,28,202,208,NA,NA,NA,AV,AV,SVC,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2541,8/5/2015,FGS,1015 OUTLET,NA,NA,NA,NA,NA,2.286007124,0.482,2.334426876,"NA","NA","NA","NA","NA",SVC,SVC,AV,UBC,Results,Principal Investigator
2540,8/5/2015,FGS,844 OUTLET,NA,NA,NA,NA,NA,1.737496662,0.081,1.46388723,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2540,8/5/2015,FGS,844 OUTLET,7,23,16,282,258,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2540,8/5/2015,FGS,844 OUTLET,4,54,8,346,346,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2540,8/5/2015,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.644550567,0.062,1.371608789,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2926,8/26/2015,FGS,626 OUTLET,14,17,11,356,325,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2926,8/26/2015,FGS,626 OUTLET,NA,NA,NA,NA,NA,2.012572341,0.145469466,5.978279153,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2927,8/26/2015,FGS,693 OUTLET,22,27,6,173,182,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2927,8/26/2015,FGS,693 OUTLET,NA,NA,NA,NA,NA,1.505224714,0.075239945,0.634285005,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2928,8/26/2015,FGS,703 OUTLET,4,8,5,189,191,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2928,8/26/2015,FGS,703 OUTLET,NA,NA,NA,NA,NA,5.299279123,0.070225102,5.635815,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2929,8/26/2015,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.545207358,0.030096966,0.80031255,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2929,8/26/2015,FGS,708 OUTLET,7,8,8,214,204,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2930,8/26/2015,FGS,819 OUTLET,NA,NA,NA,NA,NA,1.101181231,0.05517747,2.457953828,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2930,8/26/2015,FGS,819 OUTLET,9,8,5,311,205,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2931,8/26/2015,FGS,844 OUTLET,NA,NA,NA,NA,NA,1.629960881,0.057185175,2.588408046,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2931,8/26/2015,FGS,844 OUTLET,13,7,6,241,221,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2932,8/26/2015,FGS,1015 OUTLET,6,8,14,194,198,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2932,8/26/2015,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.544394633,0.06621405,1.666194511,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2932,8/26/2015,FGS,1015 OUTLET,12,6,8,190,187,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2932,8/26/2015,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.133831915,0.046147419,1.593884494,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
2932,8/26/2015,FGS,1015 OUTLET,18,7,6,192,187,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
2932,8/26/2015,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.07857069,0.035112743,1.537087188,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
3352,9/16/2015,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.720361426,0.079251875,2.393193409,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
3352,9/16/2015,FGS,626 OUTLET,81,12,11,284,296,NA,NA,NA,SVD,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
3353,9/16/2015,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.145414401,0.032102201,1.171114194,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
3353,9/16/2015,FGS,693 OUTLET,20,11,8,207,199,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
3354,9/16/2015,FGS,703 OUTLET,NA,NA,NA,NA,NA,1.384341781,0.037116342,2.659201623,"NA","NA","NA","NA","NA",SVC,SVC,SVC,UBC,Results,Principal Investigator
3354,9/16/2015,FGS,703 OUTLET,9,9,9,123,148,NA,NA,NA,AV,SVC,SVD,SVC,SVD,"NA","NA","NA",UA,Results,Principal Investigator
3355,9/16/2015,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.181624353,0.039124129,1.051505931,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
3355,9/16/2015,FGS,708 OUTLET,10,12,7,212,182,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
3356,9/16/2015,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.173862357,0.087275948,2.299254931,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
3356,9/16/2015,FGS,819 OUTLET,29,9,9,201,201,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
3357,9/16/2015,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.997871742,0.053168397,2.056673432,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
3357,9/16/2015,FGS,844 OUTLET,28,12,7,216,207,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
3358,9/16/2015,FGS,1015 OUTLET,72,20,17,206,305,NA,NA,NA,SVD,AV,AV,AV,SVD,"NA","NA","NA",UA,Results,Principal Investigator
3358,9/16/2015,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.527757634,0.299945091,1.726137815,"NA","NA","NA","NA","NA",AV,SVC,AV,UBC,Results,Principal Investigator
3357,9/16/2015,FGS,844 OUTLET,11,10,9,198,208,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
3357,9/16/2015,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.144182295,0.046145146,2.139175908,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
3357,9/16/2015,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.270634633,0.056177314,2.169651958,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
3357,9/16/2015,FGS,844 OUTLET,58,8,11,202,198,NA,NA,NA,SVD,AV,SVD,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
7058,10/8/2015,FGS,626 OUTLET,NA,NA,NA,NA,NA,4.612081508,0.219736567,2.085591238,"NA","NA","NA","NA","NA",SVC,AV,AV,UBC,Results,Principal Investigator
7058,10/8/2015,FGS,626 OUTLET,9,21,19,327,347,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
7060,10/8/2015,FGS,693 OUTLET,NA,NA,NA,NA,NA,1.385268301,0.042838038,1.046128533,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
7060,10/8/2015,FGS,693 OUTLET,16,26,10,236,207,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
7059,10/8/2015,FGS,703 OUTLET,6,11,11,98,98,NA,NA,NA,SVC,SVC,SVC,SVC,SVC,"NA","NA","NA",UA,Results,Principal Investigator
7059,10/8/2015,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.91733027599999994,0.038863995,3.135716003,"NA","NA","NA","NA","NA",SVC,SVC,SVC,UBC,Results,Principal Investigator
7055,10/8/2015,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.156877549,0.043849631,1.109104443,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
7055,10/8/2015,FGS,708 OUTLET,15,14,11,237,209,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
7057,10/8/2015,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.19268427900000001,0.064855129,2.183540666,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
7057,10/8/2015,FGS,819 OUTLET,11,13,12,208,220,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
7056,10/8/2015,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.903975037,0.06082137,1.97526209,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
7056,10/8/2015,FGS,844 OUTLET,12,15,12,226,185,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
7061,10/8/2015,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.419503178,0.075782758,1.424797846,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
7061,10/8/2015,FGS,1015 OUTLET,11,16,13,239,210,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
7057,10/8/2015,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.073908739,0.056841054,2.092618215,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
7057,10/8/2015,FGS,819 OUTLET,6,11,14,212,192,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
7057,10/8/2015,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.057925551,0.060834166,2.172527749,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
7057,10/8/2015,FGS,819 OUTLET,6,14,15,201,184,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
