event_pk,date,survey,site_id,ppm_c_doc,ppm_c_doc_flag,row_flag,quality_level
1636733,2019-10-16,FGS_WSC,6192 GAUGINGSTATION,2.9,AV,Results,Technicianm
1636734,2019-10-16,FGS_WSC,6252 GAUGINGSTATION,3.83,AV,Results,Technicianm
1636735,2019-10-16,FGS_WSC,55637 GAUGINGSTATION,6.63,AV,Results,Technicianm
1636737,2019-10-17,FGS_WSC,HOMATHKO HOMA3,1.73,AV,Results,Technicianm
1636001,2019-10-18,FGS_B,HOMATHKO HOMA3,2.31,AV,Results,Technicianm
1636001,2019-10-18,FGS_B,HOMATHKO HOMA3,2.37,AV,Results,Technicianm
1636001,2019-10-18,FGS_B,HOMATHKO HOMA3,2.64,AV,Results,Technicianm
1638480,2019-10-29,FGS_WSC,69781 GAUGINGSTATION,9.46,AV,Results,Technicianm
1638481,2019-10-29,FGS_WSC,68539 GAUGINGSTATION,7.45,AV,Results,Technicianm
1638483,2019-10-31,FGS_WSC,73279 GAUGINGSTATION,2.33,AV,Results,Technicianm
1638475,2019-11-07,FGS_B,HOMATHKO HOMA3,0.58,AV,Results,Technicianm
1638475,2019-11-07,FGS_B,HOMATHKO HOMA3,0.56,AV,Results,Technicianm
1652648,2019-11-13,FGS_WSC,59377 GAUGINGSTATION,1.8,AV,Results,Technicianm
1652649,2019-11-13,FGS_WSC,59376 GAUGINGSTATION,2,AV,Results,Technicianm
1652651,2019-11-14,FGS_WSC,59637 GAUGINGSTATION,0.92,AV,Results,Technicianm
1659724,2019-11-25,FGS_WSC,5693 GAUGINGSTATION,1.69,AV,Results,Technicianm
1659719,2019-11-26,FGS_WSC,6252 GAUGINGSTATION,1.91,AV,Results,Technicianm
1659720,2019-11-26,FGS_WSC,55637 GAUGINGSTATION,5.85,AV,Results,Technicianm
1659718,2019-11-26,FGS_WSC,6192 GAUGINGSTATION,1.47,AV,Results,Technicianm
1663981,2019-11-27,FGS,626 OUTLET,NA,NA,Not Available,Technicianm
1663987,2019-11-27,FGS,844 OUTLET,NA,NA,Not Available,Technicianm
1663982,2019-11-27,FGS,703 OUTLET,8.12,AV,Results,Technicianm
1664040,2019-11-27,FGS,819 OUTLET,15.95,AV,Results,Technicianm
1663986,2019-11-27,FGS,1015 OUTLET,13.49,AV,Results,Technicianm
1659722,2019-11-27,FGS_WSC,HOMATHKO HOMA3,1.07,AV,Results,Technicianm
1665096,2019-12-05,FGS_B,HOMATHKO HOMA3,0.75,AV,Results,Technicianm
1665096,2019-12-05,FGS_B,HOMATHKO HOMA3,0.96,AV,Results,Technicianm
2253825,2019-12-10,FGS_WSC,68539 GAUGINGSTATION,7.11,NA,Results,Technicianm
2253824,2019-12-10,FGS_WSC,69781 GAUGINGSTATION,7.32,NA,Results,Technicianm
2253827,2019-12-11,FGS_WSC,73279 GAUGINGSTATION,2.2,NA,Results,Technicianm
2253831,2020-01-06,FGS_WSC,5693 GAUGINGSTATION,1.92,NA,Results,Technicianm
2253834,2020-01-07,FGS_WSC,6192 GAUGINGSTATION,1.49,NA,Results,Technicianm
2253835,2020-01-07,FGS_WSC,6252 GAUGINGSTATION,2.42,NA,Results,Technicianm
2253837,2020-01-09,FGS_WSC,HOMATHKO HOMA3,1.02,NA,Results,Technicianm
2254137,2020-01-10,FGS,626 OUTLET,5.67,NA,Results,Raw
2254136,2020-01-10,FGS,703 OUTLET,6.73,NA,Results,Raw
2254135,2020-01-10,FGS,844 OUTLET,8.36,NA,Results,Raw
2254134,2020-01-10,FGS,1015 OUTLET,12.65,NA,Results,Raw
2826183,2020-01-14,FGS_WSC,59377 GAUGINGSTATION,1.93,NA,Results,Technicianm
3400886,2020-01-14,FGS_WSC,59376 GAUGINGSTATION,1.64,NA,Results,Technicianm
2826186,2020-01-15,FGS_WSC,59637 GAUGINGSTATION,0.64,NA,Results,Technicianm
2825661,2020-01-21,FGS_B,HOMATHKO HOMA3,1.18,NA,Results,Technicianm
2825661,2020-01-21,FGS_B,HOMATHKO HOMA3,1.27,NA,Results,Technicianm
3402314,2020-02-08,FGS,626 OUTLET,5.72,NA,Results,Raw
3402315,2020-02-08,FGS,703 OUTLET,5.04,NA,Results,Raw
3402316,2020-02-08,FGS,844 OUTLET,8.44,NA,Results,Raw
3402317,2020-02-08,FGS,1015 OUTLET,10.27,NA,Results,Raw
3404057,2020-02-18,FGS_B,HOMATHKO HOMA3,0.94,NA,Results,Technicianm
3404057,2020-02-18,FGS_B,HOMATHKO HOMA3,0.85,NA,Results,Technicianm
