event_pk,date,survey,site_id,nh4_,tp,tdp,tn,tdn,no2_no3_um,po4,sio2,nh4__flag,tp_flag,tdp_flag,tn_flag,tdn_flag,no2_no3_flag,po4_flag,sio2_flag,row_flag,quality_level
377604,2018-04-11,FGS_R,20615 OUTLET,NA,NA,NA,NA,NA,0.975880953176914,0.0999539569094274,1.32407828512167,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377605,2018-04-11,FGS_R,20727 OUTLET,NA,4,1,65,56,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377605,2018-04-11,FGS_R,20727 OUTLET,NA,NA,NA,NA,NA,1.8412118976011,0.86548268455527,0.712433590785232,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377586,2018-04-12,FGS_R,26812 OUTLET,NA,NA,NA,NA,NA,1.18912243121313,0.0480239586246943,0.88237147722468,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377586,2018-04-12,FGS_R,26812 OUTLET,4,14,9,144,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377588,2018-04-12,FGS_R,20952 OUTLET,NA,NA,NA,NA,NA,1.78999380380661,0.0540232489592128,1.25742007855845,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377588,2018-04-12,FGS_R,20952 OUTLET,5,15,10,114,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377587,2018-04-12,FGS_R,20947 OUTLET,NA,NA,NA,NA,NA,0.0594985320918819,0.0280072540468417,0.682617511771223,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
377587,2018-04-12,FGS_R,20947 OUTLET,3,9,9,70,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377589,2018-04-12,FGS_R,20954 OUTLET,NA,NA,NA,NA,NA,0.646616606375949,0.0430096658632771,1.01692728141713,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377589,2018-04-12,FGS_R,20954 OUTLET,4,11,11,147,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377590,2018-04-14,FGS_Y,KOEYE KR01,NA,NA,NA,NA,NA,1.51814077010896,0.0310016552403766,0.687360411284096,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
377590,2018-04-14,FGS_Y,KOEYE KR01,NA,6,1,111,83,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377987,2018-04-16,FGS_R,WANNOCK WR01,NA,NA,NA,NA,NA,4.04471666938701,0.0629602099028639,49.1870291567844,NA,NA,NA,NA,NA,SVC,SVC,SVC,Results,Technicianm
377987,2018-04-16,FGS_R,WANNOCK WR01,NA,5,6,87,89,NA,NA,NA,BDL,SVC,SVC,SVC,SVC,NA,NA,NA,Results,Technicianm
377986,2018-04-16,FGS_R,20771K OUTLET,NA,NA,NA,NA,NA,8.8923081316226,0.0670536877420571,17.6808253372892,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377986,2018-04-16,FGS_R,20771K OUTLET,11,5,4,171,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
408159,2018-04-16,FGS_R,WANNOCK WR03,NA,NA,NA,NA,NA,4.75285727242,0.062028216139296,33.8510984117416,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
408159,2018-04-16,FGS_R,WANNOCK WR03,NA,7,3,95,89,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379232,2018-04-23,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.062,0.448145172147065,1.06942908374454,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
379232,2018-04-23,FGS,626 OUTLET,NA,24,23,180,157,NA,NA,NA,BDL,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
379233,2018-04-23,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.075,0.0160104990128116,0.779226783996487,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
379233,2018-04-23,FGS,693 OUTLET,NA,11,9,105,88,NA,NA,NA,BDL,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
379234,2018-04-23,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.089,0.0300113816063946,1.08846733798022,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
379234,2018-04-23,FGS,703 OUTLET,NA,8,26,78.2,66,NA,NA,NA,BDL,AV,SVD,AV,AV,NA,NA,NA,Results,Principal Investigator
379235,2018-04-23,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.06,0.0480208672757912,0.81151298739624,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
379235,2018-04-23,FGS,708 OUTLET,NA,12,10,182,112,NA,NA,NA,BDL,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
379236,2018-04-23,FGS,819 OUTLET,NA,8,79,159,132,NA,NA,NA,BDL,AV,SVD,AV,AV,NA,NA,NA,Results,Principal Investigator
379236,2018-04-23,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.031,0.0190103635377033,1.59373076394789,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
379237,2018-04-23,FGS,844 OUTLET,NA,10,7,139,121,NA,NA,NA,BDL,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
379237,2018-04-23,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.018,0.0230138187625451,1.56615740547741,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
379238,2018-04-23,FGS,1015 OUTLET,NA,12,11,158,125,NA,NA,NA,BDL,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
379238,2018-04-23,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.017,0.0310151927611589,1.2050437109489,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
420087,2018-04-26,FGS_R,WANNOCK WR01,NA,14,10,103,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
420087,2018-04-26,FGS_R,WANNOCK WR01,NA,NA,NA,NA,NA,3.77293601381832,0.0630400912916583,15.1345318413276,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379382,2018-04-30,FGS_B,HOMATHKO HOMA1,NA,NA,NA,NA,NA,13.5364695074275,0.586556126400579,57.558466783194,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379382,2018-04-30,FGS_B,HOMATHKO HOMA1,34.8,146,14,204,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379383,2018-04-30,FGS_B,CAMPCREEK WATERINTAKE,NA,15,9,114,109,NA,NA,NA,MV,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379383,2018-04-30,FGS_B,CAMPCREEK WATERINTAKE,NA,NA,NA,NA,NA,6.02421039820839,0.0159603905242619,4.85044153544423,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
379385,2018-04-30,FGS_B,HOMATHKO HOMA3,NA,42,11,235,235,NA,NA,NA,MV,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379385,2018-04-30,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,NA,9.67145037253112,0.468761191673451,53.7702891193735,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379381,2018-04-30,FGS_B,TEAQUAHAN TEAQ2,NA,58,10,116,117,NA,NA,NA,MV,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379384,2018-04-30,FGS_B,SOUTHGATE SGTE3,3,26,11,219,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379384,2018-04-30,FGS_B,SOUTHGATE SGTE3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MV,MV,MV,Results,Technicianm
379674,2018-05-02,FGS_B,4829 OUTLET,4,8,5,NA,NA,NA,NA,NA,NA,NA,NA,MV,MV,NA,NA,NA,Results,Technicianm
379674,2018-05-02,FGS_B,4829 OUTLET,NA,NA,NA,NA,NA,20.1491933155847,0.0299317407848671,51.0583745958369,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
379675,2018-05-02,FGS_B,HYACINTHE HYAC1,NA,NA,NA,NA,NA,6.92079489380992,0.0478888622103585,61.6640081410039,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379675,2018-05-02,FGS_B,HYACINTHE HYAC1,NA,7,8,NA,NA,NA,NA,NA,BDL,NA,NA,MV,MV,NA,NA,NA,Results,Technicianm
379670,2018-05-02,FGS_B,4968 OUTLET,NA,NA,NA,NA,NA,0.0219426393077329,0.0159594294068295,1.0213553062695,NA,NA,NA,NA,NA,BDL,BDL,NA,Results,Technicianm
379670,2018-05-02,FGS_B,4968 OUTLET,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,MV,MV,NA,NA,NA,Results,Technicianm
379673,2018-05-02,FGS_B,4809 OUTLET,NA,6,6,NA,NA,NA,NA,NA,BDL,NA,NA,MV,MV,NA,NA,NA,Results,Technicianm
379673,2018-05-02,FGS_B,4809 OUTLET,NA,NA,NA,NA,NA,0.101706223607235,0.0219437749576028,1.58101795242902,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
379671,2018-05-02,FGS_B,4805 OUTLET,NA,NA,NA,NA,NA,0.304951819605651,0.0329143410856115,10.088567463182,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379671,2018-05-02,FGS_B,4805 OUTLET,NA,10,7,NA,NA,NA,NA,NA,BDL,NA,NA,MV,MV,NA,NA,NA,Results,Technicianm
379672,2018-05-02,FGS_B,PARADISE PDSE1,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,MV,MV,NA,NA,NA,Results,Technicianm
379672,2018-05-02,FGS_B,PARADISE PDSE1,NA,NA,NA,NA,NA,3.75895449459065,0.0119678904371864,1.43750065070002,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
379667,2018-05-02,FGS_B,4914 OUTLET,NA,NA,NA,NA,NA,11.8629510683125,0.0309164297986114,40.5676511174058,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
379667,2018-05-02,FGS_B,4914 OUTLET,NA,12,5,NA,NA,NA,NA,NA,BDL,NA,NA,MV,MV,NA,NA,NA,Results,Technicianm
379668,2018-05-02,FGS_B,4889 OUTLET,NA,6,7,NA,NA,NA,NA,NA,BDL,NA,NA,MV,MV,NA,NA,NA,Results,Technicianm
379668,2018-05-02,FGS_B,4889 OUTLET,NA,NA,NA,NA,NA,5.64231806603584,0.0129646942335106,7.93213138485679,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
379666,2018-05-02,FGS_B,4848 OUTLET,NA,NA,NA,NA,NA,10.4897985962648,0.00961362647703149,15.242210592399,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
379666,2018-05-02,FGS_B,4848 OUTLET,NA,6,6,NA,NA,NA,NA,NA,BDL,NA,NA,MV,MV,NA,NA,NA,Results,Technicianm
379669,2018-05-02,FGS_B,MELLERSH MELR1,NA,NA,NA,NA,NA,5.92699257398133,0.0159555860943701,4.04812166410281,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
379669,2018-05-02,FGS_B,MELLERSH MELR1,NA,8,10,NA,NA,NA,NA,NA,BDL,NA,NA,MV,MV,NA,NA,NA,Results,Technicianm
380270,2018-05-03,FGS_B,8405 OUTLET,7,13,11,88,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380267,2018-05-03,FGS_B,9257 OUTLET,NA,NA,NA,NA,NA,3.53427560112839,0.0927939858449699,119.392314979971,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380267,2018-05-03,FGS_B,9257 OUTLET,3,12,11,96,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380265,2018-05-03,FGS_B,5005 OUTLET,NA,14,19,70,57,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380265,2018-05-03,FGS_B,5005 OUTLET,NA,NA,NA,NA,NA,0.16892917813136,0.0159619926439237,1.00568501791897,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
380266,2018-05-03,FGS_B,4745 OUTLET,NA,9,14,73,61,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380266,2018-05-03,FGS_B,4745 OUTLET,NA,NA,NA,NA,NA,0.419019594713074,0.00658738671610018,0.913094709127414,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
380271,2018-05-03,FGS_B,9572 OUTLET,NA,NA,NA,NA,NA,1.14637420181952,0.0209459102031115,2.82153439991774,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
380271,2018-05-03,FGS_B,9572 OUTLET,4,13,9,108,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380268,2018-05-03,FGS_B,8395 OUTLET,NA,21,12,245,152,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380268,2018-05-03,FGS_B,8395 OUTLET,NA,NA,NA,NA,NA,8.33904911885243,0.0319162961939366,16.9905977043799,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380269,2018-05-03,FGS_B,9265 OUTLET,8,20,15,190,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380264,2018-05-03,FGS_B,4767 OUTLET,NA,10,8,80,85,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380264,2018-05-03,FGS_B,4767 OUTLET,NA,NA,NA,NA,NA,4.00146343780123,0.010969685581048,7.33797374707102,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
387761,2018-05-15,FGS_R,703 OUTLET,59,8,7,78,81,NA,NA,NA,SVC,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
387761,2018-05-15,FGS_R,703 OUTLET,NA,NA,NA,NA,NA,0.801223107831111,0.0179898636113482,0.840299828491634,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
387763,2018-05-15,FGS_R,819 OUTLET,10,16,15,238,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
387763,2018-05-15,FGS_R,819 OUTLET,NA,NA,NA,NA,NA,0.321464774720849,0.131146324019244,1.14946722859592,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
387762,2018-05-15,FGS_R,708 OUTLET,16,10,7,183,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
387762,2018-05-15,FGS_R,708 OUTLET,NA,NA,NA,NA,NA,0.137571910025041,0.0410373487887676,0.491621135133854,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
387764,2018-05-15,FGS_Y,KOEYE KR01,NA,NA,NA,NA,NA,1.29439172525426,0.0109652632084735,1.31463074106943,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
387764,2018-05-15,FGS_Y,KOEYE KR01,NA,9,8,79.2,157,NA,NA,NA,MV,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388062,2018-05-16,FGS_R,20938 OUTLET,10,7,6,139,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388062,2018-05-16,FGS_R,20938 OUTLET,NA,NA,NA,NA,NA,0.375526261908939,0.0620330734293634,0.977707382316866,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388038,2018-05-16,FGS_R,20720 OUTLET,4,2,4,45,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388038,2018-05-16,FGS_R,20720 OUTLET,NA,NA,NA,NA,NA,0.127960962106137,0.0210032806914407,0.777743143517633,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388033,2018-05-16,FGS_R,26812 OUTLET,5,6,4,134,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388033,2018-05-16,FGS_R,26812 OUTLET,NA,NA,NA,NA,NA,0.070600842604152,0.036975364904305,0.990762707124195,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388034,2018-05-16,FGS_R,20940 OUTLET,46,2,2,101,55,NA,NA,NA,SVC,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388034,2018-05-16,FGS_R,20940 OUTLET,NA,NA,NA,NA,NA,0.849687209515664,0.00504707773048931,0.313413462375837,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388030,2018-05-16,FGS_R,20954 OUTLET,NA,NA,NA,NA,NA,0.194265729609401,0.0170055306407082,0.644624172183068,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388030,2018-05-16,FGS_R,20954 OUTLET,10,5,2,175,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388032,2018-05-16,FGS_R,20947 OUTLET,6,5,5,88,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388032,2018-05-16,FGS_R,20947 OUTLET,NA,NA,NA,NA,NA,0.885948728303844,0.0310087445900094,0.54177248441117,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388035,2018-05-16,FGS_R,20727 OUTLET,NA,2,2,38,56,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388035,2018-05-16,FGS_R,20727 OUTLET,NA,NA,NA,NA,NA,0.485757837430643,0.0150157243614412,0.928814267877759,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388031,2018-05-16,FGS_R,20952 OUTLET,6,9,7,198,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388031,2018-05-16,FGS_R,20952 OUTLET,NA,NA,NA,NA,NA,4.17353362757405,0.0700589601496238,2.87592761277487,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388039,2018-05-16,FGS_R,20718 OUTLET,8,4,2,53,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388039,2018-05-16,FGS_R,20718 OUTLET,NA,NA,NA,NA,NA,1.01607888384864,0.0210148049931621,2.16046080786286,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388037,2018-05-16,FGS_R,20726 OUTLET,18,6,6,153,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388037,2018-05-16,FGS_R,20726 OUTLET,NA,NA,NA,NA,NA,2.71576204520692,0.0580388996438639,1.74038947204037,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388027,2018-05-17,FGS_R,20747 OUTLET,NA,NA,NA,NA,NA,1.10919551030963,0.186073700443419,1.43002884160765,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388027,2018-05-17,FGS_R,20747 OUTLET,3,2,2,39,40,NA,NA,NA,SVC,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388023,2018-05-17,FGS_R,20623 OUTLET,NA,NA,NA,NA,NA,1.71326441651988,0.648079020274942,1.11596275505552,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388023,2018-05-17,FGS_R,20623 OUTLET,15,5,5,222,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388028,2018-05-17,FGS_R,20722 OUTLET,NA,NA,NA,NA,NA,1.58905642266613,0.0179954106484177,4.2927213552573,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388028,2018-05-17,FGS_R,20722 OUTLET,3,7,2,101,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388021,2018-05-17,FGS_R,20612 OUTLET,11,11,34,267,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388021,2018-05-17,FGS_R,20612 OUTLET,NA,NA,NA,NA,NA,0.254430792995584,4.302870457776,2.84919468419039,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388025,2018-05-17,FGS_R,20771K OUTLET,NA,NA,NA,NA,NA,2.55551587592139,0.0260230853913277,15.1715411714925,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388025,2018-05-17,FGS_R,20771K OUTLET,NA,7,2,53,56,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388022,2018-05-17,FGS_R,20613 OUTLET,NA,10,8,168,172,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388022,2018-05-17,FGS_R,20613 OUTLET,NA,NA,NA,NA,NA,1.80635165476062,0.122103041535722,34.4588012788675,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388026,2018-05-17,FGS_R,20771C OUTLET,NA,4,2,52,56,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388026,2018-05-17,FGS_R,20771C OUTLET,NA,NA,NA,NA,NA,2.28615813605876,0.0150094226153295,8.91817066536105,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388024,2018-05-17,FGS_R,20643 OUTLET,NA,NA,NA,NA,NA,3.09237782521518,0.0500249181120605,0.524156846538227,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388024,2018-05-17,FGS_R,20643 OUTLET,10,7,4,235,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388029,2018-05-18,FGS_R,20741 OUTLET,NA,NA,NA,NA,NA,1.0499741342147,0,2.91084793010193,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388029,2018-05-18,FGS_R,20741 OUTLET,43,26,28,35,36,NA,NA,NA,SVC,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
405305,2018-05-28,FGS,626 OUTLET,3,22,11,323,253,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
405305,2018-05-28,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.0771584278567497,0.0438580563828647,2.40990294608326,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
405306,2018-05-28,FGS,693 OUTLET,NA,13,10,114,97,NA,NA,NA,BDL,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
405306,2018-05-28,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.823860937084687,0.031894589339072,0.594025000519032,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
405307,2018-05-28,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.160213718692187,0.0229312852800254,1.1520852063027,NA,NA,NA,NA,NA,AV,"AV,BDL",AV,Results,Principal Investigator
405307,2018-05-28,FGS,703 OUTLET,NA,10,18,162,135,NA,NA,NA,BDL,AV,SVD,AV,AV,NA,NA,NA,Results,Principal Investigator
405308,2018-05-28,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.198284879852582,0.0388821552639472,2.53702079981142,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
405308,2018-05-28,FGS,708 OUTLET,3,19,9,251,212,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
405309,2018-05-28,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.0721184357799753,0.0608115234399572,3.60179584336532,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
405309,2018-05-28,FGS,819 OUTLET,3,27,19,277,251,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
405310,2018-05-28,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.0631361240088079,0.313973087907408,3.39164660315767,NA,NA,NA,NA,NA,AV,SVC,AV,Results,Principal Investigator
405310,2018-05-28,FGS,844 OUTLET,3,22,17,258,237,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
405311,2018-05-28,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.00745754609280494,0.0328946659179003,1.49911344463915,NA,NA,NA,NA,NA,"AV,BDL",AV,AV,Results,Principal Investigator
405311,2018-05-28,FGS,1015 OUTLET,4,17,10,200,185,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
415229,2018-05-31,FGS_B,HYACINTHE HYAC1,5,10,8,255,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
415229,2018-05-31,FGS_B,HYACINTHE HYAC1,NA,NA,NA,NA,NA,15.4206107166457,0.0827314167575303,89.1857961285168,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
415230,2018-05-31,FGS_B,8407 OUTLET,4,12,9,22,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
415230,2018-05-31,FGS_B,8407 OUTLET,NA,NA,NA,NA,NA,1.01208034902929,0.119606888517936,136.516076038419,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
406223,2018-05-31,FGS_R,WANNOCK WR01,NA,NA,NA,NA,NA,3.80112811455128,0.0712267609921606,55.021085507532,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
406223,2018-05-31,FGS_R,WANNOCK WR01,4,8,3,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
406234,2018-06-02,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,NA,2.87000936150686,0.063846688777041,52.8331513588946,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
406234,2018-06-02,FGS_B,HOMATHKO HOMA3,NA,74,9,58,57,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
406237,2018-06-02,FGS_B,SOUTHGATE SGTE3,NA,NA,NA,NA,NA,3.4359034849422,0.0488777148004493,35.6131828763651,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
406237,2018-06-02,FGS_B,SOUTHGATE SGTE3,NA,34,7,53,185,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
406238,2018-06-02,FGS_B,TEAQUAHAN TEAQ2,NA,NA,NA,NA,NA,3.11438899044243,0.025914306054453,15.6061206564517,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
406238,2018-06-02,FGS_B,TEAQUAHAN TEAQ2,NA,17,6,53,50,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
406236,2018-06-02,FGS_B,CAMPCREEK WATERINTAKE,NA,NA,NA,NA,NA,2.60362064874215,0.0269099306322984,2.37222815888793,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
406236,2018-06-02,FGS_B,CAMPCREEK WATERINTAKE,NA,16,8,78,78,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
406235,2018-06-02,FGS_B,HOMATHKO HOMA1,NA,95,10,46,56,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
406235,2018-06-02,FGS_B,HOMATHKO HOMA1,NA,NA,NA,NA,NA,2.907691028199,0.08870132560603,55.9523171143626,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
407718,2018-06-09,FGS_R,20741 OUTLET,NA,NA,NA,NA,NA,2.20217657069575,0.0210126432233769,1.27363578141524,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
407718,2018-06-09,FGS_R,20741 OUTLET,NA,4,NA,92,92,NA,NA,NA,BDL,NA,MV,NA,NA,NA,NA,NA,Results,Technicianm
